Country,Sex,Obesity (%),Region,BMI
Belize,Female,30.9 [23.1-39.1],Central America,30.9
Benin,Both sexes,9.3 [6.8-12.0],West Africa,9.3
Benin,Male,4.5 [2.3-7.5],West Africa,4.5
Benin,Female,13.7 [9.7-18.3],West Africa,13.7
Bhutan,Both sexes,6.1 [4.1-8.5],South Asia,6.1
Bhutan,Male,4.4 [2.2-7.7],South Asia,4.4
Bhutan,Female,8.1 [4.9-12.3],South Asia,8.1
Bolivia (Plurinational State of),Both sexes,19.7 [15.1-24.7],South America,19.7
Bolivia (Plurinational State of),Male,14.0 [8.2-21.3],South America,14.0
Bolivia (Plurinational State of),Female,25.0 [18.2-32.3],South America,25.0
Bosnia and Herzegovina,Both sexes,17.5 [13.7-21.7],Balkans,17.5
Bosnia and Herzegovina,Male,16.7 [11.4-22.7],Balkans,16.7
Bosnia and Herzegovina,Female,18.1 [12.7-24.2],Balkans,18.1
Botswana,Both sexes,18.6 [14.4-22.9],Southern Africa,18.6
Botswana,Male,7.8 [4.3-12.4],Southern Africa,7.8
Botswana,Female,28.9 [21.7-36.5],Southern Africa,28.9
Brazil,Both sexes,21.6 [18.4-25.0],South America,21.6
Brazil,Male,18.0 [13.9-22.6],South America,18.0
Brazil,Female,24.9 [20.3-29.8],South America,24.9
Brunei Darussalam,Both sexes,13.6 [10.2-17.5],Southeast Asia,13.6
Brunei Darussalam,Male,11.9 [7.5-17.3],Southeast Asia,11.9
Brunei Darussalam,Female,15.3 [10.3-21.0],Southeast Asia,15.3
Bulgaria,Both sexes,24.5 [19.4-29.8],Balkans,24.5
Bulgaria,Male,24.9 [17.9-32.5],Balkans,24.9
Bulgaria,Female,24.0 [17.1-31.8],Balkans,24.0
Burkina Faso,Both sexes,5.3 [3.7-7.3],West Africa,5.3
Burkina Faso,Male,2.4 [1.2-4.4],West Africa,2.4
Burkina Faso,Female,7.7 [5.0-11.1],West Africa,7.7
Burundi,Both sexes,5.1 [3.3-7.5],East Africa,5.1
Burundi,Male,2.0 [0.8-4.0],East Africa,2.0
Burundi,Female,8.2 [4.9-12.5],East Africa,8.2
Cabo Verde,Both sexes,11.4 [8.2-14.9],West Africa,11.4
Cabo Verde,Male,6.6 [3.4-10.6],West Africa,6.6
Cabo Verde,Female,15.8 [10.5-21.9],West Africa,15.8
Cambodia,Both sexes,3.7 [2.4-5.3],Southeast Asia,3.7
Cambodia,Male,2.5 [1.1-4.8],Southeast Asia,2.5
Cambodia,Female,4.6 [2.7-7.0],Southeast Asia,4.6
Cameroon,Both sexes,11.0 [8.3-13.9],Central Africa,11.0
Cameroon,Male,5.8 [3.3-9.3],Central Africa,5.8
Cameroon,Female,15.9 [11.7-20.7],Central Africa,15.9
Canada,Both sexes,28.8 [25.3-32.4],North America,28.8
Canada,Male,28.8 [23.8-34.1],North America,28.8
Canada,Female,28.8 [24.0-33.8],North America,28.8
Central African Republic,Both sexes,7.2 [4.6-10.4],Central Africa,7.2
Central African Republic,Male,3.5 [1.5-6.5],Central Africa,3.5
Central African Republic,Female,10.5 [6.1-16.4],Central Africa,10.5
Chad,Both sexes,5.8 [4.0-8.0],North Africa,5.8
Chad,Male,2.9 [1.4-5.2],North Africa,2.9
Chad,Female,8.5 [5.5-12.4],North Africa,8.5
Chile,Both sexes,27.5 [23.1-32.2],South America,27.5
Chile,Male,24.4 [18.3-30.9],South America,24.4
Chile,Female,30.5 [24.2-37.2],South America,30.5
China,Both sexes,5.9 [4.5-7.4],East Asia,5.9
China,Male,5.5 [3.7-7.7],East Asia,5.5
China,Female,6.2 [4.4-8.5],East Asia,6.2
Colombia,Both sexes,21.9 [18.2-25.8],South America,21.9
Colombia,Male,17.1 [12.1-22.5],South America,17.1
Colombia,Female,26.1 [20.8-31.6],South America,26.1
Comoros,Both sexes,7.5 [5.2-10.3],Southern Africa,7.5
Comoros,Male,3.1 [1.5-5.8],Southern Africa,3.1
Comoros,Female,11.7 [7.7-16.6],Southern Africa,11.7
Congo,Both sexes,9.2 [6.4-12.6],Central Africa,9.2
Congo,Male,5.2 [2.5-9.2],Central Africa,5.2
Congo,Female,13.1 [8.5-18.7],Central Africa,13.1
Cook Islands,Both sexes,55.4 [49.8-61.0],Oceania,55.4
Cook Islands,Male,52.0 [43.8-59.8],Oceania,52.0
Cook Islands,Female,58.8 [51.0-66.3],Oceania,58.8
Costa Rica,Both sexes,25.0 [20.7-29.7],Central America,25.0
Costa Rica,Male,20.3 [14.4-26.7],Central America,20.3
Costa Rica,Female,29.7 [23.4-36.4],Central America,29.7
Croatia,Both sexes,23.9 [19.8-28.3],Balkans,23.9
Croatia,Male,23.5 [17.6-30.0],Balkans,23.5
Croatia,Female,24.1 [18.3-30.4],Balkans,24.1
Cuba,Both sexes,24.1 [19.8-28.7],Caribbean,24.1
Cuba,Male,18.4 [12.8-24.4],Caribbean,18.4
Cuba,Female,29.9 [23.3-36.9],Caribbean,29.9
Cyprus,Both sexes,21.4 [16.6-26.8],Balkans,21.4
Cyprus,Male,21.4 [14.4-29.3],Balkans,21.4
Cyprus,Female,21.4 [14.9-28.6],Balkans,21.4
Czechia,Both sexes,25.6 [21.1-30.5],Eastern Europe,25.6
Czechia,Male,25.9 [19.4-32.9],Eastern Europe,25.9
Czechia,Female,25.2 [18.8-32.0],Eastern Europe,25.2
Côte d'Ivoire,Both sexes,9.8 [7.3-12.8],West Africa,9.8
Côte d'Ivoire,Male,5.5 [3.0-9.1],West Africa,5.5
Côte d'Ivoire,Female,14.7 [10.2-19.7],West Africa,14.7
Democratic People's Republic of Korea,Both sexes,6.5 [3.9-9.8],East Asia,6.5
Democratic People's Republic of Korea,Male,5.8 [2.7-10.3],East Asia,5.8
Democratic People's Republic of Korea,Female,7.1 [3.6-11.9],East Asia,7.1
Democratic Republic of the Congo,Both sexes,6.4 [4.2-9.2],Central Africa,6.4
Democratic Republic of the Congo,Male,3.4 [1.4-6.4],Central Africa,3.4
Democratic Republic of the Congo,Female,9.3 [5.7-13.9],Central Africa,9.3
Denmark,Both sexes,19.3 [16.1-22.7],Northern Europe,19.3
Denmark,Male,21.8 [17.3-26.6],Northern Europe,21.8
Denmark,Female,16.7 [12.3-21.6],Northern Europe,16.7
Djibouti,Both sexes,13.2 [9.4-17.8],East Africa,13.2
Djibouti,Male,8.3 [4.2-14.0],East Africa,8.3
Djibouti,Female,18.0 [11.8-25.4],East Africa,18.0
Dominica,Both sexes,27.3 [22.0-32.9],Caribbean,27.3
Dominica,Male,19.3 [12.7-26.9],Caribbean,19.3
Dominica,Female,35.0 [27.1-43.1],Caribbean,35.0
Dominican Republic,Both sexes,26.9 [22.2-32.0],Caribbean,26.9
Dominican Republic,Male,20.2 [13.9-27.0],Caribbean,20.2
Dominican Republic,Female,33.4 [26.5-40.7],Caribbean,33.4
Ecuador,Both sexes,19.4 [15.0-24.3],South America,19.4
Ecuador,Male,14.4 [9.0-21.1],South America,14.4
Ecuador,Female,24.2 [17.6-31.4],South America,24.2
Egypt,Both sexes,31.3 [27.1-35.7],North Africa,31.3
Egypt,Male,22.0 [16.5-27.9],North Africa,22.0
Egypt,Female,40.4 [34.3-46.6],North Africa,40.4
El Salvador,Both sexes,24.0 [19.2-28.9],Central America,24.0
El Salvador,Male,18.3 [11.9-25.6],Central America,18.3
El Salvador,Female,28.4 [21.7-35.5],Central America,28.4
Equatorial Guinea,Both sexes,7.7 [4.8-11.1],Central Africa,7.7
Equatorial Guinea,Male,3.6 [1.4-7.2],Central Africa,3.6
Equatorial Guinea,Female,12.2 [7.2-18.4],Central Africa,12.2
Eritrea,Both sexes,4.8 [3.2-6.9],East Africa,4.8
Eritrea,Male,1.9 [0.9-3.7],East Africa,1.9
Eritrea,Female,7.2 [4.5-10.9],East Africa,7.2
Estonia,Both sexes,20.9 [17.6-24.6],Eastern Europe,20.9
Estonia,Male,19.9 [15.4-24.9],Eastern Europe,19.9
Estonia,Female,21.6 [16.7-26.7],Eastern Europe,21.6
Eswatini,Both sexes,16.1 [12.2-20.3],Southern Africa,16.1
Eswatini,Male,5.1 [2.7-8.7],Southern Africa,5.1
Eswatini,Female,25.6 [18.6-33.0],Southern Africa,25.6
Ethiopia,Both sexes,4.3 [2.8-6.1],East Africa,4.3
Ethiopia,Male,1.8 [0.8-3.4],East Africa,1.8
Ethiopia,Female,6.6 [4.0-10.0],East Africa,6.6
Fiji,Both sexes,29.5 [24.1-35.2],Oceania,29.5
Fiji,Male,24.4 [17.0-32.4],Oceania,24.4
Fiji,Female,34.7 [26.8-42.7],Oceania,34.7
Finland,Both sexes,21.8 [18.8-25.1],Northern Europe,21.8
Finland,Male,23.2 [18.6-28.2],Northern Europe,23.2
Finland,Female,20.3 [16.2-24.6],Northern Europe,20.3
France,Both sexes,21.2 [17.2-25.3],Western Europe,21.2
France,Male,21.5 [15.9-27.7],Western Europe,21.5
France,Female,20.8 [15.4-26.7],Western Europe,20.8
Gabon,Both sexes,14.6 [10.4-19.5],Central Africa,14.6
Gabon,Male,9.3 [4.5-15.8],Central Africa,9.3
Gabon,Female,19.9 [13.5-27.7],Central Africa,19.9
Gambia,Both sexes,9.9 [7.3-13.0],West Africa,9.9
Gambia,Male,5.3 [2.8-8.8],West Africa,5.3
Gambia,Female,14.3 [9.9-19.4],West Africa,14.3
Georgia,Both sexes,21.1 [16.7-25.9],Eastern Europe,21.1
Georgia,Male,18.5 [12.6-25.4],Eastern Europe,18.5
Georgia,Female,23.1 [16.8-29.9],Eastern Europe,23.1
Germany,Both sexes,21.9 [18.6-25.2],Northern Europe,21.9
Germany,Male,23.6 [18.9-28.7],Northern Europe,23.6
Germany,Female,20.1 [16.0-24.4],Northern Europe,20.1
Ghana,Both sexes,10.5 [8.3-13.1],West Africa,10.5
Ghana,Male,4.3 [2.5-6.6],West Africa,4.3
Ghana,Female,16.1 [12.1-20.5],West Africa,16.1
Greece,Both sexes,24.4 [20.0-29.3],Balkans,24.4
Greece,Male,23.6 [17.1-30.4],Balkans,23.6
Greece,Female,25.1 [18.7-32.2],Balkans,25.1
Grenada,Both sexes,20.7 [16.0-26.0],Caribbean,20.7
Grenada,Male,12.9 [7.7-19.2],Caribbean,12.9
Grenada,Female,28.4 [20.6-36.7],Caribbean,28.4
Guatemala,Both sexes,20.6 [16.6-25.2],Central America,20.6
Guatemala,Male,14.5 [9.3-20.8],Central America,14.5
Guatemala,Female,25.8 [19.7-32.4],Central America,25.8
Guinea,Both sexes,7.4 [5.3-9.9],West Africa,7.4
Guinea,Male,3.5 [1.8-6.0],West Africa,3.5
Guinea,Female,11.0 [7.4-15.5],West Africa,11.0
Guinea-Bissau,Both sexes,9.1 [6.4-12.4],West Africa,9.1
Guinea-Bissau,Male,4.7 [2.3-8.3],West Africa,4.7
Guinea-Bissau,Female,13.1 [8.7-18.6],West Africa,13.1
Guyana,Both sexes,19.6 [14.9-24.7],South America,19.6
Guyana,Male,12.1 [7.1-18.5],South America,12.1
Guyana,Female,26.4 [19.0-34.4],South America,26.4
Haiti,Both sexes,21.8 [17.2-26.9],Caribbean,21.8
Haiti,Male,17.1 [10.7-24.8],Caribbean,17.1
Haiti,Female,26.1 [19.7-33.1],Caribbean,26.1
Honduras,Both sexes,20.8 [16.4-25.5],Central America,20.8
Honduras,Male,15.1 [9.6-21.8],Central America,15.1
Honduras,Female,26.2 [20.0-33.1],Central America,26.2
Hungary,Both sexes,25.9 [21.3-30.9],Eastern Europe,25.9
Hungary,Male,27.5 [20.9-34.8],Eastern Europe,27.5
Hungary,Female,24.3 [18.0-31.5],Eastern Europe,24.3
Iceland,Both sexes,21.5 [17.8-25.4],Northern Europe,21.5
Iceland,Male,23.7 [18.2-29.7],Northern Europe,23.7
Iceland,Female,19.2 [14.4-24.3],Northern Europe,19.2
India,Both sexes,3.7 [2.9-4.7],South Asia,3.7
India,Male,2.6 [1.7-3.7],South Asia,2.6
India,Female,4.8 [3.5-6.5],South Asia,4.8
Indonesia,Both sexes,6.5 [4.8-8.5],Southeast Asia,6.5
Indonesia,Male,4.5 [2.7-6.8],Southeast Asia,4.5
Indonesia,Female,8.5 [5.7-11.8],Southeast Asia,8.5
Iran (Islamic Republic of),Both sexes,25.2 [22.2-28.4],Central Asia,25.2
Iran (Islamic Republic of),Male,18.6 [14.8-22.7],Central Asia,18.6
Iran (Islamic Republic of),Female,31.7 [27.0-36.4],Central Asia,31.7
Iraq,Both sexes,29.8 [25.1-34.6],Middle East,29.8
Iraq,Male,22.8 [16.7-29.4],Middle East,22.8
Iraq,Female,36.4 [29.4-43.6],Middle East,36.4
Ireland,Both sexes,24.7 [20.5-29.0],Western Europe,24.7
Ireland,Male,24.4 [18.3-30.7],Western Europe,24.4
Ireland,Female,24.9 [19.3-31.0],Western Europe,24.9
Israel,Both sexes,25.8 [21.3-30.6],Middle East,25.8
Israel,Male,25.4 [18.9-32.3],Middle East,25.4
Israel,Female,26.1 [19.7-32.9],Middle East,26.1
Italy,Both sexes,19.6 [16.5-22.9],Southern Europe,19.6
Italy,Male,19.7 [15.2-24.4],Southern Europe,19.7
Italy,Female,19.3 [15.0-24.0],Southern Europe,19.3
Jamaica,Both sexes,24.1 [19.8-28.7],Caribbean,24.1
Jamaica,Male,14.7 [9.9-20.6],Caribbean,14.7
Jamaica,Female,32.8 [25.9-39.9],Caribbean,32.8
Japan,Both sexes,4.1 [3.2-5.3],East Asia,4.1
Japan,Male,4.6 [3.1-6.4],East Asia,4.6
Japan,Female,3.6 [2.5-5.0],East Asia,3.6
Jordan,Both sexes,34.9 [30.8-39.1],Middle East,34.9
Jordan,Male,27.5 [21.6-33.6],Middle East,27.5
Jordan,Female,42.5 [36.7-48.5],Middle East,42.5
Kazakhstan,Both sexes,20.5 [16.5-24.8],Central Asia,20.5
Kazakhstan,Male,18.3 [12.7-24.8],Central Asia,18.3
Kazakhstan,Female,22.1 [16.7-28.2],Central Asia,22.1
Kenya,Both sexes,6.8 [4.8-9.1],East Africa,6.8
Kenya,Male,2.7 [1.3-4.9],East Africa,2.7
Kenya,Female,10.6 [7.2-14.8],East Africa,10.6
Kiribati,Both sexes,45.3 [39.2-51.3],Oceania,45.3
Kiribati,Male,40.8 [32.1-49.7],Oceania,40.8
Kiribati,Female,49.8 [41.6-58.2],Oceania,49.8
Kuwait,Both sexes,37.4 [32.9-42.0],Middle East,37.4
Kuwait,Male,32.6 [26.6-38.7],Middle East,32.6
Kuwait,Female,45.2 [39.0-51.4],Middle East,45.2
Kyrgyzstan,Both sexes,16.0 [12.1-20.6],Central Asia,16.0
Kyrgyzstan,Male,13.5 [8.1-20.1],Central Asia,13.5
Kyrgyzstan,Female,18.1 [12.6-24.2],Central Asia,18.1
Lao People's Democratic Republic,Both sexes,5.0 [3.3-7.1],Southeast Asia,5.0
Lao People's Democratic Republic,Male,3.4 [1.8-5.9],Southeast Asia,3.4
Lao People's Democratic Republic,Female,6.3 [3.8-9.7],Southeast Asia,6.3
Latvia,Both sexes,23.3 [18.2-28.8],Eastern Europe,23.3
Latvia,Male,21.1 [14.3-28.8],Eastern Europe,21.1
Latvia,Female,24.9 [17.4-32.7],Eastern Europe,24.9
Lebanon,Both sexes,31.4 [26.5-36.5],Middle East,31.4
Lebanon,Male,26.8 [19.9-34.1],Middle East,26.8
Lebanon,Female,36.5 [29.6-44.1],Middle East,36.5
Lesotho,Both sexes,16.2 [12.6-20.0],Southern Africa,16.2
Lesotho,Male,4.4 [2.4-7.3],Southern Africa,4.4
Lesotho,Female,26.0 [19.7-32.5],Southern Africa,26.0
Liberia,Both sexes,9.6 [7.1-12.5],West Africa,9.6
Liberia,Male,5.2 [2.8-8.7],West Africa,5.2
Liberia,Female,13.7 [9.5-18.6],West Africa,13.7
Libya,Both sexes,31.9 [26.8-37.2],North Africa,31.9
Libya,Male,24.3 [17.7-31.6],North Africa,24.3
Libya,Female,39.1 [31.3-46.7],North Africa,39.1
Lithuania,Both sexes,26.0 [21.3-30.8],Eastern Europe,26.0
Lithuania,Male,23.7 [17.3-30.8],Eastern Europe,23.7
Lithuania,Female,27.6 [20.7-34.6],Eastern Europe,27.6
Luxembourg,Both sexes,22.2 [17.8-27.0],Western Europe,22.2
Luxembourg,Male,23.9 [17.1-31.3],Western Europe,23.9
Luxembourg,Female,20.4 [14.6-27.0],Western Europe,20.4
Madagascar,Both sexes,5.1 [3.3-7.1],Southern Africa,5.1
Madagascar,Male,2.8 [1.3-5.1],Southern Africa,2.8
Madagascar,Female,7.2 [4.3-10.7],Southern Africa,7.2
Malawi,Both sexes,5.5 [3.8-7.6],Southern Africa,5.5
Malawi,Male,2.1 [0.9-4.0],Southern Africa,2.1
Malawi,Female,8.7 [5.7-12.4],Southern Africa,8.7
Malaysia,Both sexes,14.9 [12.1-18.1],Southeast Asia,14.9
Malaysia,Male,12.3 [8.8-16.6],Southeast Asia,12.3
Malaysia,Female,17.4 [13.2-22.0],Southeast Asia,17.4
Maldives,Both sexes,8.1 [5.8-11.1],South Asia,8.1
Maldives,Male,5.4 [3.0-9.0],South Asia,5.4
Maldives,Female,10.8 [7.0-15.7],South Asia,10.8
Mali,Both sexes,8.2 [5.9-10.9],North Africa,8.2
Mali,Male,4.3 [2.2-7.3],North Africa,4.3
Mali,Female,11.9 [8.1-16.2],North Africa,11.9
Malta,Both sexes,28.5 [23.1-34.2],Southern Europe,28.5
Malta,Male,28.6 [21.1-36.7],Southern Europe,28.6
Malta,Female,28.3 [20.7-36.5],Southern Europe,28.3
Marshall Islands,Both sexes,52.4 [46.4-58.4],Oceania,52.4
Marshall Islands,Male,47.7 [38.9-56.5],Oceania,47.7
Marshall Islands,Female,56.9 [48.8-65.1],Oceania,56.9
Mauritania,Both sexes,12.3 [9.0-15.9],North Africa,12.3
Mauritania,Male,6.3 [3.4-10.2],North Africa,6.3
Mauritania,Female,17.9 [12.5-24.2],North Africa,17.9
Mauritius,Both sexes,10.5 [7.7-13.8],Southern Africa,10.5
Mauritius,Male,5.4 [2.9-9.0],Southern Africa,5.4
Mauritius,Female,15.2 [10.6-21.1],Southern Africa,15.2
Mexico,Both sexes,28.3 [24.9-32.0],North America,28.3
Mexico,Male,23.8 [18.8-28.8],North America,23.8
Mexico,Female,32.3 [27.1-37.7],North America,32.3
Micronesia (Federated States of),Both sexes,45.1 [39.3-50.8],Oceania,45.1
Micronesia (Federated States of),Male,39.3 [30.7-48.1],Oceania,39.3
Micronesia (Federated States of),Female,50.9 [43.2-58.5],Oceania,50.9
Monaco,Both sexes,No data,Western Europe,0
Monaco,Male,No data,Western Europe,0
Monaco,Female,No data,Western Europe,0
Mongolia,Both sexes,19.9 [15.9-24.1],Central Asia,19.9
Mongolia,Male,16.8 [11.4-22.9],Central Asia,16.8
Mongolia,Female,22.6 [16.8-28.7],Central Asia,22.6
Montenegro,Both sexes,22.8 [17.7-28.3],Balkans,22.8
Montenegro,Male,22.7 [15.4-30.5],Balkans,22.7
Montenegro,Female,22.8 [15.9-30.3],Balkans,22.8
Morocco,Both sexes,25.4 [20.6-30.5],North Africa,25.4
Morocco,Male,18.7 [12.6-25.7],North Africa,18.7
Morocco,Female,31.5 [24.6-38.8],North Africa,31.5
Mozambique,Both sexes,6.9 [4.9-9.4],Southern Africa,6.9
Mozambique,Male,3.1 [1.5-5.6],Southern Africa,3.1
Mozambique,Female,10.1 [6.7-14.3],Southern Africa,10.1
Myanmar,Both sexes,5.4 [3.9-7.4],Southeast Asia,5.4
Myanmar,Male,3.8 [2.1-6.1],Southeast Asia,3.8
Myanmar,Female,6.9 [4.4-10.0],Southeast Asia,6.9
Namibia,Both sexes,16.7 [13.0-20.6],Southern Africa,16.7
Namibia,Male,7.1 [4.0-11.3],Southern Africa,7.1
Namibia,Female,24.7 [18.8-31.1],Southern Africa,24.7
Nauru,Both sexes,60.7 [55.2-66.1],Oceania,60.7
Nauru,Male,58.2 [50.5-65.8],Oceania,58.2
Nauru,Female,63.1 [55.5-70.3],Oceania,63.1
Nepal,Both sexes,3.9 [2.7-5.3],South Asia,3.9
Nepal,Male,2.5 [1.3-4.2],South Asia,2.5
Nepal,Female,5.1 [3.2-7.5],South Asia,5.1
Netherlands,Both sexes,20.0 [16.7-23.6],Western Europe,20.0
Netherlands,Male,20.2 [15.4-25.4],Western Europe,20.2
Netherlands,Female,19.7 [15.3-24.4],Western Europe,19.7
New Zealand,Both sexes,30.2 [26.9-33.5],Oceania,30.2
New Zealand,Male,29.4 [24.8-34.4],Oceania,29.4
New Zealand,Female,30.9 [26.3-35.8],Oceania,30.9
Nicaragua,Both sexes,23.1 [18.5-27.9],Central America,23.1
Nicaragua,Male,17.4 [11.2-24.5],Central America,17.4
Nicaragua,Female,28.4 [21.9-35.1],Central America,28.4
Niger,Both sexes,5.2 [3.6-7.3],West Africa,5.2
Niger,Male,2.3 [1.1-4.3],West Africa,2.3
Niger,Female,8.3 [5.2-12.1],West Africa,8.3
Nigeria,Both sexes,8.5 [6.5-10.6],West Africa,8.5
Nigeria,Male,4.3 [2.6-6.7],West Africa,4.3
Nigeria,Female,12.5 [9.2-16.4],West Africa,12.5
Niue,Both sexes,49.2 [43.1-54.9],Oceania,49.2
Niue,Male,43.9 [34.9-52.9],Oceania,43.9
Niue,Female,54.5 [46.3-62.4],Oceania,54.5
Norway,Both sexes,22.6 [19.0-26.4],Northern Europe,22.6
Norway,Male,23.0 [17.9-28.5],Northern Europe,23.0
Norway,Female,22.2 [17.3-27.3],Northern Europe,22.2
Oman,Both sexes,26.3 [21.8-31.0],Middle East,26.3
Oman,Male,22.2 [16.3-28.6],Middle East,22.2
Oman,Female,33.1 [26.1-40.2],Middle East,33.1
Pakistan,Both sexes,8.2 [6.0-10.8],South Asia,8.2
Pakistan,Male,5.7 [3.3-8.9],South Asia,5.7
Pakistan,Female,10.8 [7.3-15.0],South Asia,10.8
Palau,Both sexes,54.8 [48.8-60.5],Oceania,54.8
Palau,Male,51.1 [42.3-59.4],Oceania,51.1
Palau,Female,58.4 [49.9-66.4],Oceania,58.4
Panama,Both sexes,22.2 [17.8-26.9],Central America,22.2
Panama,Male,17.3 [11.7-23.8],Central America,17.3
Panama,Female,27.1 [20.5-34.1],Central America,27.1
Papua New Guinea,Both sexes,20.7 [15.2-26.7],Oceania,20.7
Papua New Guinea,Male,16.0 [9.2-24.3],Oceania,16.0
Papua New Guinea,Female,25.1 [17.2-33.7],Oceania,25.1
Paraguay,Both sexes,19.8 [14.7-25.4],South America,19.8
Paraguay,Male,16.6 [10.2-24.6],South America,16.6
Paraguay,Female,22.9 [15.4-31.3],South America,22.9
Peru,Both sexes,19.3 [16.3-22.5],South America,19.3
Peru,Male,14.8 [10.7-19.1],South America,14.8
Peru,Female,23.7 [19.4-28.3],South America,23.7
Philippines,Both sexes,6.2 [4.5-8.2],Southeast Asia,6.2
Philippines,Male,5.0 [2.8-7.9],Southeast Asia,5.0
Philippines,Female,7.2 [4.7-10.4],Southeast Asia,7.2
Poland,Both sexes,22.7 [19.3-26.1],Eastern Europe,22.7
Poland,Male,23.2 [18.5-28.1],Eastern Europe,23.2
Poland,Female,21.9 [17.6-26.7],Eastern Europe,21.9
Portugal,Both sexes,20.4 [16.6-24.4],Southern Europe,20.4
Portugal,Male,19.8 [14.4-25.4],Southern Europe,19.8
Portugal,Female,20.9 [15.4-26.7],Southern Europe,20.9
Qatar,Both sexes,34.5 [28.9-40.3],Middle East,34.5
Qatar,Male,31.8 [24.7-39.1],Middle East,31.8
Qatar,Female,42.6 [35.2-49.8],Middle East,42.6
Republic of Korea,Both sexes,4.5 [3.5-5.7],East Asia,4.5
Republic of Korea,Male,4.3 [2.9-6.0],East Asia,4.3
Republic of Korea,Female,4.7 [3.4-6.4],East Asia,4.7
Republic of Moldova,Both sexes,18.5 [14.0-23.4],Eastern Europe,18.5
Republic of Moldova,Male,15.7 [9.8-22.5],Eastern Europe,15.7
Republic of Moldova,Female,20.8 [14.5-27.7],Eastern Europe,20.8
Republic of North Macedonia,Both sexes,22.0 [16.9-27.3],Balkans,22.0
Republic of North Macedonia,Male,22.1 [14.8-30.2],Balkans,22.1
Republic of North Macedonia,Female,21.8 [15.0-29.3],Balkans,21.8
Romania,Both sexes,22.1 [18.0-26.4],Eastern Europe,22.1
Romania,Male,22.7 [17.0-29.1],Eastern Europe,22.7
Romania,Female,21.3 [15.8-27.3],Eastern Europe,21.3
