Country,Sex,Obesity (%),Region,BMI
Bahamas,Female,18.7 [11.2-27.4],Caribbean,18.7
Bahrain,Both sexes,14.6 [10.5-19.4],Middle East,14.6
Bahrain,Male,9.2 [4.8-15.0],Middle East,9.2
Bahrain,Female,22.8 [14.9-31.7],Middle East,22.8
Bangladesh,Both sexes,0.3 [0.1-0.5],South Asia,0.3
Bangladesh,Male,0.1 [0.0-0.3],South Asia,0.1
Bangladesh,Female,0.4 [0.1-1.0],South Asia,0.4
Barbados,Both sexes,8.3 [5.3-12.2],Caribbean,8.3
Barbados,Male,3.4 [1.4-6.3],Caribbean,3.4
Barbados,Female,12.3 [7.2-19.0],Caribbean,12.3
Belarus,Both sexes,10.6 [6.4-15.9],Eastern Europe,10.6
Belarus,Male,5.2 [2.2-10.0],Eastern Europe,5.2
Belarus,Female,14.4 [7.6-23.5],Eastern Europe,14.4
Belgium,Both sexes,10.9 [8.3-13.8],Western Europe,10.9
Belgium,Male,8.9 [5.8-12.8],Western Europe,8.9
Belgium,Female,12.7 [8.8-17.1],Western Europe,12.7
Belize,Both sexes,9.2 [5.7-13.3],Central America,9.2
Belize,Male,4.2 [1.8-8.1],Central America,4.2
Belize,Female,13.9 [7.9-21.3],Central America,13.9
Benin,Both sexes,1.3 [0.6-2.4],West Africa,1.3
Benin,Male,0.4 [0.1-1.0],West Africa,0.4
Benin,Female,2.0 [0.8-4.0],West Africa,2.0
Bhutan,Both sexes,0.5 [0.2-1.0],South Asia,0.5
Bhutan,Male,0.2 [0.0-0.7],South Asia,0.2
Bhutan,Female,0.7 [0.2-1.8],South Asia,0.7
Bolivia (Plurinational State of),Both sexes,5.2 [2.8-8.6],South America,5.2
Bolivia (Plurinational State of),Male,2.3 [0.7-5.4],South America,2.3
Bolivia (Plurinational State of),Female,7.8 [3.6-13.7],South America,7.8
Bosnia and Herzegovina,Both sexes,6.4 [3.8-10.2],Balkans,6.4
Bosnia and Herzegovina,Male,4.2 [1.7-8.1],Balkans,4.2
Bosnia and Herzegovina,Female,8.2 [4.0-14.6],Balkans,8.2
Botswana,Both sexes,3.1 [1.3-6.0],Southern Africa,3.1
Botswana,Male,0.4 [0.1-1.2],Southern Africa,0.4
Botswana,Female,5.2 [2.1-10.3],Southern Africa,5.2
Brazil,Both sexes,5.7 [3.8-8.3],South America,5.7
Brazil,Male,3.4 [1.7-6.0],South America,3.4
Brazil,Female,8.0 [4.7-12.5],South America,8.0
Brunei Darussalam,Both sexes,2.7 [1.4-4.6],Southeast Asia,2.7
Brunei Darussalam,Male,1.5 [0.5-3.4],Southeast Asia,1.5
Brunei Darussalam,Female,4.1 [1.7-7.7],Southeast Asia,4.1
Bulgaria,Both sexes,10.9 [7.1-15.6],Balkans,10.9
Bulgaria,Male,8.0 [3.9-13.9],Balkans,8.0
Bulgaria,Female,13.7 [7.7-21.6],Balkans,13.7
Burkina Faso,Both sexes,0.5 [0.2-1.1],West Africa,0.5
Burkina Faso,Male,0.2 [0.0-0.5],West Africa,0.2
Burkina Faso,Female,0.8 [0.2-1.8],West Africa,0.8
Burundi,Both sexes,0.7 [0.2-1.5],East Africa,0.7
Burundi,Male,0.2 [0.0-0.7],East Africa,0.2
Burundi,Female,1.1 [0.3-2.5],East Africa,1.1
Cabo Verde,Both sexes,1.3 [0.5-2.5],West Africa,1.3
Cabo Verde,Male,0.4 [0.1-1.1],West Africa,0.4
Cabo Verde,Female,2.0 [0.7-4.1],West Africa,2.0
Cambodia,Both sexes,0.3 [0.1-0.6],Southeast Asia,0.3
Cambodia,Male,0.1 [0.0-0.4],Southeast Asia,0.1
Cambodia,Female,0.4 [0.1-1.0],Southeast Asia,0.4
Cameroon,Both sexes,1.5 [0.8-2.8],Central Africa,1.5
Cameroon,Male,0.5 [0.1-1.3],Central Africa,0.5
Cameroon,Female,2.5 [1.1-4.7],Central Africa,2.5
Canada,Both sexes,10.4 [7.9-13.3],North America,10.4
Canada,Male,9.4 [6.0-13.5],North America,9.4
Canada,Female,11.3 [7.7-15.5],North America,11.3
Central African Republic,Both sexes,1.3 [0.6-2.7],Central Africa,1.3
Central African Republic,Male,0.4 [0.1-1.3],Central Africa,0.4
Central African Republic,Female,2.2 [0.7-4.7],Central Africa,2.2
Chad,Both sexes,0.8 [0.3-1.7],North Africa,0.8
Chad,Male,0.3 [0.1-0.9],North Africa,0.3
Chad,Female,1.3 [0.4-2.8],North Africa,1.3
Chile,Both sexes,11.9 [8.3-16.2],South America,11.9
Chile,Male,8.4 [4.5-13.9],South America,8.4
Chile,Female,14.9 [9.3-21.8],South America,14.9
China,Both sexes,0.5 [0.3-0.9],East Asia,0.5
China,Male,0.3 [0.1-0.5],East Asia,0.3
China,Female,0.8 [0.4-1.5],East Asia,0.8
Colombia,Both sexes,7.1 [4.5-10.5],South America,7.1
Colombia,Male,3.7 [1.6-6.9],South America,3.7
Colombia,Female,10.3 [5.7-16.1],South America,10.3
Comoros,Both sexes,1.3 [0.6-2.6],Southern Africa,1.3
Comoros,Male,0.4 [0.1-1.2],Southern Africa,0.4
Comoros,Female,2.2 [0.8-4.6],Southern Africa,2.2
Congo,Both sexes,1.7 [0.8-3.1],Central Africa,1.7
Congo,Male,0.5 [0.1-1.4],Central Africa,0.5
Congo,Female,2.8 [1.2-5.3],Central Africa,2.8
Cook Islands,Both sexes,29.2 [22.6-36.2],Oceania,29.2
Cook Islands,Male,22.7 [14.1-32.4],Oceania,22.7
Cook Islands,Female,35.7 [26.0-46.0],Oceania,35.7
Costa Rica,Both sexes,5.7 [3.3-8.7],Central America,5.7
Costa Rica,Male,3.1 [1.2-6.3],Central America,3.1
Costa Rica,Female,8.3 [4.2-13.9],Central America,8.3
Croatia,Both sexes,9.9 [6.4-14.4],Balkans,9.9
Croatia,Male,6.9 [3.4-12.2],Balkans,6.9
Croatia,Female,12.2 [6.9-19.3],Balkans,12.2
Cuba,Both sexes,8.4 [5.4-12.0],Caribbean,8.4
Cuba,Male,3.9 [1.7-7.0],Caribbean,3.9
Cuba,Female,12.9 [7.6-19.5],Caribbean,12.9
Cyprus,Both sexes,6.3 [3.7-9.6],Balkans,6.3
Cyprus,Male,4.7 [2.0-8.9],Balkans,4.7
Cyprus,Female,7.7 [3.8-12.9],Balkans,7.7
Czechia,Both sexes,14.6 [10.4-19.4],Eastern Europe,14.6
Czechia,Male,10.8 [6.3-16.9],Eastern Europe,10.8
Czechia,Female,17.9 [11.6-25.3],Eastern Europe,17.9
Côte d'Ivoire,Both sexes,1.6 [0.8-2.9],West Africa,1.6
Côte d'Ivoire,Male,0.6 [0.2-1.5],West Africa,0.6
Côte d'Ivoire,Female,2.8 [1.2-5.3],West Africa,2.8
Democratic People's Republic of Korea,Both sexes,1.9 [0.9-3.7],East Asia,1.9
Democratic People's Republic of Korea,Male,0.9 [0.3-2.3],East Asia,0.9
Democratic People's Republic of Korea,Female,2.6 [1.0-5.5],East Asia,2.6
Democratic Republic of the Congo,Both sexes,1.0 [0.4-2.0],Central Africa,1.0
Democratic Republic of the Congo,Male,0.3 [0.1-1.0],Central Africa,0.3
Democratic Republic of the Congo,Female,1.5 [0.5-3.3],Central Africa,1.5
Denmark,Both sexes,7.6 [5.6-10.0],Northern Europe,7.6
Denmark,Male,6.8 [4.4-9.8],Northern Europe,6.8
Denmark,Female,8.3 [5.2-12.3],Northern Europe,8.3
Djibouti,Both sexes,4.5 [2.3-7.5],East Africa,4.5
Djibouti,Male,1.8 [0.6-4.3],East Africa,1.8
Djibouti,Female,7.0 [3.2-12.4],East Africa,7.0
Dominica,Both sexes,7.2 [4.3-11.0],Caribbean,7.2
Dominica,Male,3.0 [1.1-6.1],Caribbean,3.0
Dominica,Female,11.3 [6.1-18.0],Caribbean,11.3
Dominican Republic,Both sexes,6.4 [4.0-9.5],Caribbean,6.4
Dominican Republic,Male,2.9 [1.2-5.6],Caribbean,2.9
Dominican Republic,Female,10.3 [5.9-16.0],Caribbean,10.3
Ecuador,Both sexes,5.4 [2.9-8.9],South America,5.4
Ecuador,Male,2.7 [0.9-5.8],South America,2.7
Ecuador,Female,8.1 [3.6-14.4],South America,8.1
Egypt,Both sexes,12.7 [8.7-17.3],North Africa,12.7
Egypt,Male,5.9 [2.9-10.3],North Africa,5.9
Egypt,Female,18.9 [12.0-26.9],North Africa,18.9
El Salvador,Both sexes,6.2 [3.5-9.9],Central America,6.2
El Salvador,Male,3.3 [1.2-6.8],Central America,3.3
El Salvador,Female,9.0 [4.4-15.3],Central America,9.0
Equatorial Guinea,Both sexes,1.4 [0.6-2.9],Central Africa,1.4
Equatorial Guinea,Male,0.4 [0.1-1.2],Central Africa,0.4
Equatorial Guinea,Female,2.3 [0.8-4.9],Central Africa,2.3
Eritrea,Both sexes,0.7 [0.3-1.4],East Africa,0.7
Eritrea,Male,0.2 [0.0-0.7],East Africa,0.2
Eritrea,Female,1.1 [0.4-2.4],East Africa,1.1
Estonia,Both sexes,13.1 [9.1-17.9],Eastern Europe,13.1
Estonia,Male,7.7 [4.3-12.6],Eastern Europe,7.7
Estonia,Female,17.0 [10.8-24.6],Eastern Europe,17.0
Eswatini,Both sexes,4.1 [2.0-7.6],Southern Africa,4.1
Eswatini,Male,0.6 [0.1-1.7],Southern Africa,0.6
Eswatini,Female,7.0 [3.1-13.2],Southern Africa,7.0
Ethiopia,Both sexes,0.6 [0.2-1.2],East Africa,0.6
Ethiopia,Male,0.2 [0.0-0.6],East Africa,0.2
Ethiopia,Female,0.9 [0.3-2.1],East Africa,0.9
Fiji,Both sexes,10.1 [6.0-15.4],Oceania,10.1
Fiji,Male,6.3 [2.5-12.3],Oceania,6.3
Fiji,Female,14.2 [7.3-23.2],Oceania,14.2
Finland,Both sexes,7.5 [5.7-9.7],Northern Europe,7.5
Finland,Male,6.4 [4.0-9.2],Northern Europe,6.4
Finland,Female,8.3 [5.7-11.5],Northern Europe,8.3
France,Both sexes,9.3 [6.6-12.5],Western Europe,9.3
France,Male,7.3 [4.2-11.4],Western Europe,7.3
France,Female,11.1 [6.9-16.5],Western Europe,11.1
Gabon,Both sexes,2.2 [1.0-4.0],Central Africa,2.2
Gabon,Male,0.6 [0.2-1.8],Central Africa,0.6
Gabon,Female,3.5 [1.4-6.8],Central Africa,3.5
Gambia,Both sexes,1.1 [0.5-2.0],West Africa,1.1
Gambia,Male,0.4 [0.1-1.0],West Africa,0.4
Gambia,Female,1.9 [0.7-3.8],West Africa,1.9
Georgia,Both sexes,7.0 [4.0-10.7],Eastern Europe,7.0
Georgia,Male,4.7 [2.0-9.3],Eastern Europe,4.7
Georgia,Female,8.6 [4.1-14.7],Eastern Europe,8.6
Germany,Both sexes,9.4 [7.3-11.7],Northern Europe,9.4
Germany,Male,8.1 [5.5-11.3],Northern Europe,8.1
Germany,Female,10.2 [7.2-13.6],Northern Europe,10.2
Ghana,Both sexes,1.7 [0.8-2.9],West Africa,1.7
Ghana,Male,0.4 [0.1-1.1],West Africa,0.4
Ghana,Female,2.9 [1.3-5.3],West Africa,2.9
Greece,Both sexes,10.5 [7.3-14.4],Balkans,10.5
Greece,Male,7.4 [3.9-12.1],Balkans,7.4
Greece,Female,13.3 [8.3-19.9],Balkans,13.3
Grenada,Both sexes,6.3 [3.6-10.1],Caribbean,6.3
Grenada,Male,2.4 [0.9-5.2],Caribbean,2.4
Grenada,Female,9.4 [4.8-16.1],Caribbean,9.4
Guatemala,Both sexes,5.5 [3.1-8.5],Central America,5.5
Guatemala,Male,2.7 [1.0-5.8],Central America,2.7
Guatemala,Female,8.2 [4.0-14.0],Central America,8.2
Guinea,Both sexes,1.0 [0.5-2.0],West Africa,1.0
Guinea,Male,0.3 [0.1-0.9],West Africa,0.3
Guinea,Female,1.6 [0.6-3.4],West Africa,1.6
Guinea-Bissau,Both sexes,1.0 [0.4-2.0],West Africa,1.0
Guinea-Bissau,Male,0.3 [0.1-1.0],West Africa,0.3
Guinea-Bissau,Female,1.6 [0.6-3.4],West Africa,1.6
Guyana,Both sexes,5.5 [3.1-8.8],South America,5.5
Guyana,Male,2.2 [0.8-4.8],South America,2.2
Guyana,Female,8.7 [4.2-14.8],South America,8.7
Haiti,Both sexes,3.5 [1.8-6.0],Caribbean,3.5
Haiti,Male,1.7 [0.5-3.9],Caribbean,1.7
Haiti,Female,5.1 [2.3-9.6],Caribbean,5.1
Honduras,Both sexes,4.7 [2.5-7.6],Central America,4.7
Honduras,Male,2.3 [0.8-5.2],Central America,2.3
Honduras,Female,7.1 [3.3-12.6],Central America,7.1
Hungary,Both sexes,13.2 [9.5-17.7],Eastern Europe,13.2
Hungary,Male,10.4 [6.1-16.4],Eastern Europe,10.4
Hungary,Female,15.5 [9.9-22.6],Eastern Europe,15.5
Iceland,Both sexes,8.9 [6.6-11.5],Northern Europe,8.9
Iceland,Male,7.7 [4.9-11.3],Northern Europe,7.7
Iceland,Female,10.0 [6.8-14.0],Northern Europe,10.0
India,Both sexes,0.4 [0.2-0.7],South Asia,0.4
India,Male,0.2 [0.1-0.4],South Asia,0.2
India,Female,0.6 [0.3-1.2],South Asia,0.6
Indonesia,Both sexes,0.5 [0.2-0.9],Southeast Asia,0.5
Indonesia,Male,0.2 [0.0-0.4],Southeast Asia,0.2
Indonesia,Female,0.8 [0.3-1.6],Southeast Asia,0.8
Iran (Islamic Republic of),Both sexes,7.1 [4.6-10.2],Central Asia,7.1
Iran (Islamic Republic of),Male,3.1 [1.5-5.7],Central Asia,3.1
Iran (Islamic Republic of),Female,11.3 [6.6-17.2],Central Asia,11.3
Iraq,Both sexes,12.3 [8.5-17.1],Middle East,12.3
Iraq,Male,6.4 [3.0-11.1],Middle East,6.4
Iraq,Female,18.3 [11.5-26.8],Middle East,18.3
Ireland,Both sexes,6.9 [4.6-9.7],Western Europe,6.9
Ireland,Male,6.3 [3.2-10.6],Western Europe,6.3
Ireland,Female,7.5 [4.2-11.6],Western Europe,7.5
Israel,Both sexes,13.6 [9.8-17.8],Middle East,13.6
Israel,Male,10.0 [5.8-15.3],Middle East,10.0
Israel,Female,17.0 [11.1-24.0],Middle East,17.0
Italy,Both sexes,8.9 [6.6-11.5],Southern Europe,8.9
Italy,Male,6.9 [4.3-10.2],Southern Europe,6.9
Italy,Female,10.6 [7.2-14.9],Southern Europe,10.6
Jamaica,Both sexes,7.5 [4.8-10.9],Caribbean,7.5
Jamaica,Male,2.6 [1.1-4.9],Caribbean,2.6
Jamaica,Female,11.9 [7.1-18.2],Caribbean,11.9
Japan,Both sexes,1.1 [0.8-1.5],East Asia,1.1
Japan,Male,0.7 [0.4-1.1],East Asia,0.7
Japan,Female,1.5 [1.0-2.2],East Asia,1.5
Jordan,Both sexes,13.0 [9.1-17.4],Middle East,13.0
Jordan,Male,6.7 [3.5-11.4],Middle East,6.7
Jordan,Female,19.4 [12.6-27.4],Middle East,19.4
Kazakhstan,Both sexes,7.2 [4.3-10.9],Central Asia,7.2
Kazakhstan,Male,5.1 [2.2-9.8],Central Asia,5.1
Kazakhstan,Female,8.6 [4.4-14.5],Central Asia,8.6
Kenya,Both sexes,0.9 [0.4-1.9],East Africa,0.9
Kenya,Male,0.3 [0.1-0.8],East Africa,0.3
Kenya,Female,1.6 [0.6-3.4],East Africa,1.6
Kiribati,Both sexes,17.5 [12.3-23.5],Oceania,17.5
Kiribati,Male,13.1 [7.1-21.2],Oceania,13.1
Kiribati,Female,22.0 [13.7-31.6],Oceania,22.0
Kuwait,Both sexes,19.4 [14.9-24.6],Middle East,19.4
Kuwait,Male,12.8 [7.9-18.9],Middle East,12.8
Kuwait,Female,29.2 [21.0-38.1],Middle East,29.2
Kyrgyzstan,Both sexes,4.8 [2.6-8.0],Central Asia,4.8
Kyrgyzstan,Male,3.3 [1.1-6.9],Central Asia,3.3
Kyrgyzstan,Female,5.9 [2.6-11.0],Central Asia,5.9
Lao People's Democratic Republic,Both sexes,0.4 [0.1-0.8],Southeast Asia,0.4
Lao People's Democratic Republic,Male,0.1 [0.0-0.4],Southeast Asia,0.1
Lao People's Democratic Republic,Female,0.6 [0.2-1.3],Southeast Asia,0.6
Latvia,Both sexes,14.0 [9.1-19.7],Eastern Europe,14.0
Latvia,Male,7.7 [3.7-13.4],Eastern Europe,7.7
Latvia,Female,18.6 [11.0-27.9],Eastern Europe,18.6
Lebanon,Both sexes,12.3 [8.4-16.9],Middle East,12.3
Lebanon,Male,7.2 [3.6-12.3],Middle East,7.2
Lebanon,Female,17.3 [10.7-25.5],Middle East,17.3
Lesotho,Both sexes,3.9 [1.8-7.1],Southern Africa,3.9
Lesotho,Male,0.4 [0.1-1.2],Southern Africa,0.4
Lesotho,Female,6.4 [2.8-11.9],Southern Africa,6.4
Liberia,Both sexes,1.5 [0.7-2.7],West Africa,1.5
Liberia,Male,0.6 [0.1-1.5],West Africa,0.6
Liberia,Female,2.5 [1.0-4.8],West Africa,2.5
Libya,Both sexes,11.8 [7.9-16.4],North Africa,11.8
Libya,Male,6.0 [2.8-10.9],North Africa,6.0
Libya,Female,18.4 [11.1-26.9],North Africa,18.4
Lithuania,Both sexes,13.8 [9.8-18.7],Eastern Europe,13.8
Lithuania,Male,7.9 [4.2-12.9],Eastern Europe,7.9
Lithuania,Female,18.4 [12.0-26.5],Eastern Europe,18.4
Luxembourg,Both sexes,8.4 [5.7-11.7],Western Europe,8.4
Luxembourg,Male,7.2 [3.8-11.8],Western Europe,7.2
Luxembourg,Female,9.4 [5.5-14.3],Western Europe,9.4
Madagascar,Both sexes,0.6 [0.2-1.3],Southern Africa,0.6
Madagascar,Male,0.3 [0.1-0.8],Southern Africa,0.3
Madagascar,Female,1.0 [0.3-2.2],Southern Africa,1.0
Malawi,Both sexes,0.8 [0.3-1.6],Southern Africa,0.8
Malawi,Male,0.2 [0.0-0.7],Southern Africa,0.2
Malawi,Female,1.2 [0.4-2.7],Southern Africa,1.2
Malaysia,Both sexes,1.7 [0.9-2.8],Southeast Asia,1.7
Malaysia,Male,0.8 [0.3-1.7],Southeast Asia,0.8
Malaysia,Female,2.5 [1.1-4.6],Southeast Asia,2.5
Maldives,Both sexes,0.6 [0.3-1.2],South Asia,0.6
Maldives,Male,0.3 [0.1-0.7],South Asia,0.3
Maldives,Female,1.1 [0.4-2.5],South Asia,1.1
Mali,Both sexes,1.0 [0.4-1.9],North Africa,1.0
Mali,Male,0.3 [0.1-1.0],North Africa,0.3
Mali,Female,1.6 [0.6-3.3],North Africa,1.6
Malta,Both sexes,16.1 [11.7-21.2],Southern Europe,16.1
Malta,Male,12.2 [7.0-19.0],Southern Europe,12.2
Malta,Female,19.4 [12.6-27.1],Southern Europe,19.4
Marshall Islands,Both sexes,28.7 [22.2-35.7],Oceania,28.7
Marshall Islands,Male,21.6 [13.2-31.4],Oceania,21.6
Marshall Islands,Female,36.2 [26.4-46.5],Oceania,36.2
Mauritania,Both sexes,1.4 [0.6-2.6],North Africa,1.4
Mauritania,Male,0.4 [0.1-1.2],North Africa,0.4
Mauritania,Female,2.3 [0.9-4.6],North Africa,2.3
Mauritius,Both sexes,3.2 [1.8-5.3],Southern Africa,3.2
Mauritius,Male,1.2 [0.4-2.8],Southern Africa,1.2
Mauritius,Female,4.9 [2.4-8.6],Southern Africa,4.9
Mexico,Both sexes,10.3 [7.1-14.1],North America,10.3
Mexico,Male,6.4 [3.4-10.5],North America,6.4
Mexico,Female,13.9 [8.6-20.1],North America,13.9
Micronesia (Federated States of),Both sexes,20.1 [14.2-26.6],Oceania,20.1
Micronesia (Federated States of),Male,14.3 [7.7-23.2],Oceania,14.3
Micronesia (Federated States of),Female,26.1 [17.0-36.4],Oceania,26.1
Monaco,Both sexes,No data,Western Europe,0
Monaco,Male,No data,Western Europe,0
Monaco,Female,No data,Western Europe,0
Mongolia,Both sexes,5.3 [3.0-8.4],Central Asia,5.3
Mongolia,Male,3.1 [1.2-6.4],Central Asia,3.1
Mongolia,Female,7.3 [3.3-12.7],Central Asia,7.3
Montenegro,Both sexes,6.6 [3.7-10.7],Balkans,6.6
Montenegro,Male,4.5 [1.7-9.2],Balkans,4.5
Montenegro,Female,8.4 [4.0-14.9],Balkans,8.4
Morocco,Both sexes,7.1 [4.2-10.9],North Africa,7.1
Morocco,Male,3.2 [1.3-6.5],North Africa,3.2
Morocco,Female,10.4 [5.5-17.2],North Africa,10.4
Mozambique,Both sexes,0.8 [0.3-1.6],Southern Africa,0.8
Mozambique,Male,0.2 [0.0-0.8],Southern Africa,0.2
Mozambique,Female,1.2 [0.4-2.8],Southern Africa,1.2
Myanmar,Both sexes,0.6 [0.3-1.2],Southeast Asia,0.6
Myanmar,Male,0.3 [0.1-0.7],Southeast Asia,0.3
Myanmar,Female,0.9 [0.3-1.9],Southeast Asia,0.9
Namibia,Both sexes,3.8 [1.9-6.5],Southern Africa,3.8
Namibia,Male,0.7 [0.2-1.9],Southern Africa,0.7
Namibia,Female,6.5 [3.1-11.6],Southern Africa,6.5
Nauru,Both sexes,45.4 [39.3-51.5],Oceania,45.4
Nauru,Male,39.1 [30.4-47.9],Oceania,39.1
Nauru,Female,52.1 [43.2-60.7],Oceania,52.1
Nepal,Both sexes,0.3 [0.1-0.7],South Asia,0.3
Nepal,Male,0.2 [0.0-0.5],South Asia,0.2
Nepal,Female,0.5 [0.2-1.2],South Asia,0.5
Netherlands,Both sexes,5.8 [4.1-7.9],Western Europe,5.8
Netherlands,Male,4.5 [2.5-7.3],Western Europe,4.5
Netherlands,Female,7.0 [4.5-10.5],Western Europe,7.0
New Zealand,Both sexes,11.5 [8.7-14.7],Oceania,11.5
New Zealand,Male,10.0 [6.5-14.4],Oceania,10.0
New Zealand,Female,13.0 [8.9-17.8],Oceania,13.0
Nicaragua,Both sexes,7.5 [4.7-11.1],Central America,7.5
Nicaragua,Male,4.0 [1.6-8.2],Central America,4.0
Nicaragua,Female,10.8 [5.9-17.0],Central America,10.8
Niger,Both sexes,0.7 [0.3-1.5],West Africa,0.7
Niger,Male,0.2 [0.0-0.7],West Africa,0.2
Niger,Female,1.2 [0.4-2.6],West Africa,1.2
Nigeria,Both sexes,1.0 [0.5-1.8],West Africa,1.0
Nigeria,Male,0.3 [0.1-0.8],West Africa,0.3
Nigeria,Female,1.6 [0.7-3.1],West Africa,1.6
Niue,Both sexes,20.2 [13.9-27.4],Oceania,20.2
Niue,Male,14.7 [7.2-24.6],Oceania,14.7
Niue,Female,26.0 [16.1-37.0],Oceania,26.0
Norway,Both sexes,8.0 [6.3-9.9],Northern Europe,8.0
Norway,Male,6.2 [4.3-8.7],Northern Europe,6.2
Norway,Female,9.6 [7.1-12.6],Northern Europe,9.6
Oman,Both sexes,5.8 [3.4-9.0],Middle East,5.8
Oman,Male,2.8 [1.1-5.5],Middle East,2.8
Oman,Female,8.6 [4.5-14.4],Middle East,8.6
Pakistan,Both sexes,1.1 [0.6-1.9],South Asia,1.1
Pakistan,Male,0.6 [0.2-1.2],South Asia,0.6
Pakistan,Female,1.7 [0.7-3.4],South Asia,1.7
Palau,Both sexes,29.6 [22.8-36.4],Oceania,29.6
Palau,Male,22.9 [14.3-33.1],Oceania,22.9
Palau,Female,36.6 [26.6-47.0],Oceania,36.6
Panama,Both sexes,6.4 [3.8-9.8],Central America,6.4
Panama,Male,3.5 [1.4-7.0],Central America,3.5
Panama,Female,9.5 [4.9-15.5],Central America,9.5
Papua New Guinea,Both sexes,5.5 [2.7-9.6],Oceania,5.5
Papua New Guinea,Male,3.6 [1.0-8.5],Oceania,3.6
Papua New Guinea,Female,7.5 [3.0-14.3],Oceania,7.5
Paraguay,Both sexes,4.5 [2.4-7.6],South America,4.5
Paraguay,Male,2.9 [1.0-6.2],South America,2.9
Paraguay,Female,6.0 [2.6-11.3],South America,6.0
Peru,Both sexes,6.8 [4.2-10.1],South America,6.8
Peru,Male,3.5 [1.5-6.9],South America,3.5
Peru,Female,10.0 [5.4-16.0],South America,10.0
Philippines,Both sexes,0.8 [0.4-1.3],Southeast Asia,0.8
Philippines,Male,0.4 [0.1-1.0],Southeast Asia,0.4
Philippines,Female,1.1 [0.5-2.1],Southeast Asia,1.1
Poland,Both sexes,11.2 [8.1-15.0],Eastern Europe,11.2
Poland,Male,8.0 [4.7-12.4],Eastern Europe,8.0
Poland,Female,13.8 [8.9-19.9],Eastern Europe,13.8
Portugal,Both sexes,5.8 [3.7-8.6],Southern Europe,5.8
Portugal,Male,4.1 [2.0-7.2],Southern Europe,4.1
Portugal,Female,7.2 [3.9-11.8],Southern Europe,7.2
Qatar,Both sexes,16.5 [11.9-22.1],Middle East,16.5
Qatar,Male,11.9 [6.6-18.8],Middle East,11.9
Qatar,Female,26.8 [18.4-36.2],Middle East,26.8
Republic of Korea,Both sexes,0.6 [0.3-1.1],East Asia,0.6
Republic of Korea,Male,0.3 [0.1-0.7],East Asia,0.3
Republic of Korea,Female,0.9 [0.4-1.8],East Asia,0.9
Republic of Moldova,Both sexes,8.1 [4.6-12.8],Eastern Europe,8.1
Republic of Moldova,Male,3.9 [1.5-7.9],Eastern Europe,3.9
Republic of Moldova,Female,11.3 [5.7-19.3],Eastern Europe,11.3
Republic of North Macedonia,Both sexes,9.9 [6.2-14.6],Balkans,9.9
Republic of North Macedonia,Male,7.2 [3.3-12.9],Balkans,7.2
Republic of North Macedonia,Female,12.5 [6.8-20.1],Balkans,12.5
Romania,Both sexes,8.8 [5.6-12.9],Eastern Europe,8.8
Romania,Male,6.4 [3.0-11.3],Eastern Europe,6.4
Romania,Female,10.9 [6.0-17.8],Eastern Europe,10.9
