Country,Sex,Obesity (%),Region,BMI
Belarus,Both sexes,23.7 [19.0-29.0],Eastern Europe,23.7
Belarus,Male,21.1 [14.5-28.1],Eastern Europe,21.1
Belarus,Female,25.8 [18.8-33.3],Eastern Europe,25.8
Belgium,Both sexes,21.4 [18.2-24.7],Western Europe,21.4
Belgium,Male,22.2 [17.7-26.9],Western Europe,22.2
Belgium,Female,20.5 [16.2-25.2],Western Europe,20.5
Belize,Both sexes,23.0 [18.3-28.2],Central America,23.0
Belize,Male,15.5 [9.9-22.3],Central America,15.5
Belize,Female,30.3 [22.8-38.2],Central America,30.3
Benin,Both sexes,8.9 [6.6-11.5],West Africa,8.9
Benin,Male,4.2 [2.2-7.1],West Africa,4.2
Benin,Female,13.2 [9.4-17.6],West Africa,13.2
Bhutan,Both sexes,5.7 [3.9-8.1],South Asia,5.7
Bhutan,Male,4.2 [2.1-7.3],South Asia,4.2
Bhutan,Female,7.8 [4.7-11.7],South Asia,7.8
Bolivia (Plurinational State of),Both sexes,19.3 [14.8-24.0],South America,19.3
Bolivia (Plurinational State of),Male,13.6 [7.9-20.5],South America,13.6
Bolivia (Plurinational State of),Female,24.5 [17.9-31.5],South America,24.5
Bosnia and Herzegovina,Both sexes,17.1 [13.5-21.1],Balkans,17.1
Bosnia and Herzegovina,Male,16.2 [11.1-22.0],Balkans,16.2
Bosnia and Herzegovina,Female,17.8 [12.6-23.6],Balkans,17.8
Botswana,Both sexes,18.2 [14.2-22.4],Southern Africa,18.2
Botswana,Male,7.5 [4.2-11.9],Southern Africa,7.5
Botswana,Female,28.4 [21.4-35.9],Southern Africa,28.4
Brazil,Both sexes,21.1 [18.1-24.2],South America,21.1
Brazil,Male,17.5 [13.7-21.8],South America,17.5
Brazil,Female,24.4 [20.0-29.1],South America,24.4
Brunei Darussalam,Both sexes,13.1 [9.8-16.8],Southeast Asia,13.1
Brunei Darussalam,Male,11.3 [7.1-16.4],Southeast Asia,11.3
Brunei Darussalam,Female,14.8 [10.1-20.3],Southeast Asia,14.8
Bulgaria,Both sexes,24.1 [19.1-29.2],Balkans,24.1
Bulgaria,Male,24.4 [17.6-31.7],Balkans,24.4
Bulgaria,Female,23.7 [16.9-31.2],Balkans,23.7
Burkina Faso,Both sexes,5.0 [3.5-6.8],West Africa,5.0
Burkina Faso,Male,2.2 [1.1-4.0],West Africa,2.2
Burkina Faso,Female,7.3 [4.8-10.5],West Africa,7.3
Burundi,Both sexes,4.9 [3.2-7.1],East Africa,4.9
Burundi,Male,1.9 [0.8-3.7],East Africa,1.9
Burundi,Female,7.8 [4.7-11.9],East Africa,7.8
Cabo Verde,Both sexes,11.0 [8.0-14.4],West Africa,11.0
Cabo Verde,Male,6.2 [3.3-10.1],West Africa,6.2
Cabo Verde,Female,15.3 [10.3-21.2],West Africa,15.3
Cambodia,Both sexes,3.5 [2.3-5.0],Southeast Asia,3.5
Cambodia,Male,2.4 [1.1-4.4],Southeast Asia,2.4
Cambodia,Female,4.3 [2.5-6.6],Southeast Asia,4.3
Cameroon,Both sexes,10.6 [8.1-13.3],Central Africa,10.6
Cameroon,Male,5.5 [3.2-8.7],Central Africa,5.5
Cameroon,Female,15.4 [11.4-19.9],Central Africa,15.4
Canada,Both sexes,28.3 [24.9-31.7],North America,28.3
Canada,Male,28.2 [23.5-33.1],North America,28.2
Canada,Female,28.3 [23.7-33.0],North America,28.3
Central African Republic,Both sexes,6.9 [4.5-10.0],Central Africa,6.9
Central African Republic,Male,3.3 [1.5-6.1],Central Africa,3.3
Central African Republic,Female,10.1 [5.9-15.7],Central Africa,10.1
Chad,Both sexes,5.6 [3.9-7.7],North Africa,5.6
Chad,Male,2.8 [1.4-4.9],North Africa,2.8
Chad,Female,8.2 [5.3-11.8],North Africa,8.2
Chile,Both sexes,27.0 [22.9-31.5],South America,27.0
Chile,Male,23.8 [18.0-30.0],South America,23.8
Chile,Female,30.0 [24.1-36.5],South America,30.0
China,Both sexes,5.5 [4.4-6.9],East Asia,5.5
China,Male,5.1 [3.5-7.0],East Asia,5.1
China,Female,6.0 [4.3-8.0],East Asia,6.0
Colombia,Both sexes,21.4 [17.9-25.1],South America,21.4
Colombia,Male,16.6 [11.9-21.8],South America,16.6
Colombia,Female,25.7 [20.6-30.9],South America,25.7
Comoros,Both sexes,7.2 [5.1-9.8],Southern Africa,7.2
Comoros,Male,3.0 [1.4-5.4],Southern Africa,3.0
Comoros,Female,11.3 [7.5-15.9],Southern Africa,11.3
Congo,Both sexes,8.9 [6.2-12.1],Central Africa,8.9
Congo,Male,5.0 [2.4-8.8],Central Africa,5.0
Congo,Female,12.7 [8.4-18.0],Central Africa,12.7
Cook Islands,Both sexes,54.9 [49.4-60.3],Oceania,54.9
Cook Islands,Male,51.3 [43.4-59.0],Oceania,51.3
Cook Islands,Female,58.4 [50.7-65.8],Oceania,58.4
Costa Rica,Both sexes,24.3 [20.2-28.7],Central America,24.3
Costa Rica,Male,19.6 [14.0-25.8],Central America,19.6
Costa Rica,Female,29.0 [23.0-35.4],Central America,29.0
Croatia,Both sexes,23.4 [19.5-27.7],Balkans,23.4
Croatia,Male,22.9 [17.2-29.2],Balkans,22.9
Croatia,Female,23.7 [18.1-29.7],Balkans,23.7
Cuba,Both sexes,23.6 [19.4-28.0],Caribbean,23.6
Cuba,Male,17.8 [12.5-23.5],Caribbean,17.8
Cuba,Female,29.4 [23.0-36.2],Caribbean,29.4
Cyprus,Both sexes,21.1 [16.4-26.3],Balkans,21.1
Cyprus,Male,20.9 [14.2-28.6],Balkans,20.9
Cyprus,Female,21.1 [14.8-28.0],Balkans,21.1
Czechia,Both sexes,25.2 [21.0-29.9],Eastern Europe,25.2
Czechia,Male,25.4 [19.2-32.1],Eastern Europe,25.4
Czechia,Female,25.0 [18.9-31.5],Eastern Europe,25.0
Côte d'Ivoire,Both sexes,9.4 [7.0-12.2],West Africa,9.4
Côte d'Ivoire,Male,5.2 [2.9-8.5],West Africa,5.2
Côte d'Ivoire,Female,14.2 [9.9-19.0],West Africa,14.2
Democratic People's Republic of Korea,Both sexes,6.3 [3.8-9.4],East Asia,6.3
Democratic People's Republic of Korea,Male,5.6 [2.6-9.9],East Asia,5.6
Democratic People's Republic of Korea,Female,6.9 [3.5-11.5],East Asia,6.9
Democratic Republic of the Congo,Both sexes,6.1 [4.1-8.8],Central Africa,6.1
Democratic Republic of the Congo,Male,3.2 [1.3-6.0],Central Africa,3.2
Democratic Republic of the Congo,Female,8.9 [5.5-13.3],Central Africa,8.9
Denmark,Both sexes,18.9 [15.8-22.1],Northern Europe,18.9
Denmark,Male,21.3 [16.9-25.8],Northern Europe,21.3
Denmark,Female,16.5 [12.2-21.2],Northern Europe,16.5
Djibouti,Both sexes,12.9 [9.2-17.3],East Africa,12.9
Djibouti,Male,8.1 [4.1-13.5],East Africa,8.1
Djibouti,Female,17.6 [11.7-24.8],East Africa,17.6
Dominica,Both sexes,26.8 [21.6-32.1],Caribbean,26.8
Dominica,Male,18.7 [12.3-26.0],Caribbean,18.7
Dominica,Female,34.4 [26.7-42.2],Caribbean,34.4
Dominican Republic,Both sexes,26.1 [21.6-31.0],Caribbean,26.1
Dominican Republic,Male,19.4 [13.5-25.9],Caribbean,19.4
Dominican Republic,Female,32.7 [26.0-39.6],Caribbean,32.7
Ecuador,Both sexes,19.0 [14.7-23.7],South America,19.0
Ecuador,Male,14.0 [8.8-20.3],South America,14.0
Ecuador,Female,23.7 [17.4-30.8],South America,23.7
Egypt,Both sexes,30.6 [26.7-34.8],North Africa,30.6
Egypt,Male,21.3 [16.0-27.0],North Africa,21.3
Egypt,Female,39.7 [33.9-45.6],North Africa,39.7
El Salvador,Both sexes,23.4 [18.8-28.1],Central America,23.4
El Salvador,Male,17.7 [11.6-24.8],Central America,17.7
El Salvador,Female,27.8 [21.3-34.6],Central America,27.8
Equatorial Guinea,Both sexes,7.4 [4.7-10.6],Central Africa,7.4
Equatorial Guinea,Male,3.4 [1.4-6.8],Central Africa,3.4
Equatorial Guinea,Female,11.7 [7.0-17.7],Central Africa,11.7
Eritrea,Both sexes,4.5 [3.0-6.5],East Africa,4.5
Eritrea,Male,1.8 [0.8-3.4],East Africa,1.8
Eritrea,Female,6.9 [4.3-10.2],East Africa,6.9
Estonia,Both sexes,20.7 [17.5-24.2],Eastern Europe,20.7
Estonia,Male,19.5 [15.2-24.1],Eastern Europe,19.5
Estonia,Female,21.4 [16.8-26.2],Eastern Europe,21.4
Eswatini,Both sexes,15.7 [11.9-19.8],Southern Africa,15.7
Eswatini,Male,4.9 [2.6-8.2],Southern Africa,4.9
Eswatini,Female,25.0 [18.3-32.2],Southern Africa,25.0
Ethiopia,Both sexes,4.0 [2.6-5.8],East Africa,4.0
Ethiopia,Male,1.7 [0.7-3.2],East Africa,1.7
Ethiopia,Female,6.3 [3.8-9.5],East Africa,6.3
Fiji,Both sexes,28.9 [23.7-34.4],Oceania,28.9
Fiji,Male,23.7 [16.6-31.5],Oceania,23.7
Fiji,Female,34.2 [26.5-41.9],Oceania,34.2
Finland,Both sexes,21.4 [18.6-24.5],Northern Europe,21.4
Finland,Male,22.7 [18.4-27.4],Northern Europe,22.7
Finland,Female,20.0 [16.2-24.0],Northern Europe,20.0
France,Both sexes,20.8 [17.0-24.7],Western Europe,20.8
France,Male,21.0 [15.6-26.8],Western Europe,21.0
France,Female,20.5 [15.3-26.1],Western Europe,20.5
Gabon,Both sexes,14.3 [10.2-18.9],Central Africa,14.3
Gabon,Male,8.9 [4.3-15.2],Central Africa,8.9
Gabon,Female,19.5 [13.4-27.1],Central Africa,19.5
Gambia,Both sexes,9.5 [7.0-12.4],West Africa,9.5
Gambia,Male,5.1 [2.7-8.2],West Africa,5.1
Gambia,Female,13.8 [9.6-18.7],West Africa,13.8
Georgia,Both sexes,20.5 [16.2-25.1],Eastern Europe,20.5
Georgia,Male,17.9 [12.2-24.6],Eastern Europe,17.9
Georgia,Female,22.5 [16.4-29.1],Eastern Europe,22.5
Germany,Both sexes,21.5 [18.5-24.6],Northern Europe,21.5
Germany,Male,23.1 [18.7-27.7],Northern Europe,23.1
Germany,Female,19.8 [16.0-23.8],Northern Europe,19.8
Ghana,Both sexes,10.1 [8.1-12.6],West Africa,10.1
Ghana,Male,4.1 [2.4-6.2],West Africa,4.1
Ghana,Female,15.6 [11.8-19.8],West Africa,15.6
Greece,Both sexes,24.0 [19.7-28.7],Balkans,24.0
Greece,Male,23.0 [16.8-29.6],Balkans,23.0
Greece,Female,24.9 [18.7-31.7],Balkans,24.9
Grenada,Both sexes,20.2 [15.7-25.2],Caribbean,20.2
Grenada,Male,12.4 [7.5-18.6],Caribbean,12.4
Grenada,Female,27.7 [20.2-35.7],Caribbean,27.7
Guatemala,Both sexes,20.0 [16.1-24.5],Central America,20.0
Guatemala,Male,14.0 [9.0-20.0],Central America,14.0
Guatemala,Female,25.2 [19.4-31.5],Central America,25.2
Guinea,Both sexes,7.0 [5.1-9.4],West Africa,7.0
Guinea,Male,3.3 [1.7-5.7],West Africa,3.3
Guinea,Female,10.6 [7.1-14.8],West Africa,10.6
Guinea-Bissau,Both sexes,8.7 [6.1-11.8],West Africa,8.7
Guinea-Bissau,Male,4.5 [2.2-7.8],West Africa,4.5
Guinea-Bissau,Female,12.6 [8.4-17.9],West Africa,12.6
Guyana,Both sexes,19.0 [14.5-23.9],South America,19.0
Guyana,Male,11.6 [6.8-17.6],South America,11.6
Guyana,Female,25.7 [18.5-33.5],South America,25.7
Haiti,Both sexes,21.0 [16.7-25.9],Caribbean,21.0
Haiti,Male,16.2 [10.2-23.6],Caribbean,16.2
Haiti,Female,25.3 [19.1-32.0],Caribbean,25.3
Honduras,Both sexes,20.1 [16.0-24.7],Central America,20.1
Honduras,Male,14.5 [9.2-20.9],Central America,14.5
Honduras,Female,25.5 [19.5-32.2],Central America,25.5
Hungary,Both sexes,25.4 [21.0-30.3],Eastern Europe,25.4
Hungary,Male,26.9 [20.5-33.8],Eastern Europe,26.9
Hungary,Female,23.9 [17.8-30.9],Eastern Europe,23.9
Iceland,Both sexes,21.1 [17.6-24.8],Northern Europe,21.1
Iceland,Male,23.1 [18.0-28.9],Northern Europe,23.1
Iceland,Female,18.9 [14.4-23.9],Northern Europe,18.9
India,Both sexes,3.5 [2.7-4.4],South Asia,3.5
India,Male,2.4 [1.6-3.4],South Asia,2.4
India,Female,4.6 [3.3-6.1],South Asia,4.6
Indonesia,Both sexes,6.1 [4.6-8.0],Southeast Asia,6.1
Indonesia,Male,4.1 [2.5-6.3],Southeast Asia,4.1
Indonesia,Female,8.1 [5.5-11.1],Southeast Asia,8.1
Iran (Islamic Republic of),Both sexes,24.6 [21.8-27.5],Central Asia,24.6
Iran (Islamic Republic of),Male,18.0 [14.4-21.7],Central Asia,18.0
Iran (Islamic Republic of),Female,31.1 [26.7-35.5],Central Asia,31.1
Iraq,Both sexes,29.2 [24.6-33.9],Middle East,29.2
Iraq,Male,22.1 [16.2-28.5],Middle East,22.1
Iraq,Female,35.9 [29.0-42.8],Middle East,35.9
Ireland,Both sexes,24.0 [20.0-28.2],Western Europe,24.0
Ireland,Male,23.7 [17.9-29.8],Western Europe,23.7
Ireland,Female,24.3 [18.9-30.2],Western Europe,24.3
Israel,Both sexes,25.5 [21.1-30.1],Middle East,25.5
Israel,Male,24.9 [18.8-31.6],Middle East,24.9
Israel,Female,25.9 [19.7-32.4],Middle East,25.9
Italy,Both sexes,19.3 [16.4-22.3],Southern Europe,19.3
Italy,Male,19.3 [15.1-23.7],Southern Europe,19.3
Italy,Female,19.1 [15.0-23.5],Southern Europe,19.1
Jamaica,Both sexes,23.5 [19.4-27.9],Caribbean,23.5
Jamaica,Male,14.1 [9.6-19.7],Caribbean,14.1
Jamaica,Female,32.2 [25.6-38.9],Caribbean,32.2
Japan,Both sexes,3.9 [3.1-5.0],East Asia,3.9
Japan,Male,4.3 [3.0-5.9],East Asia,4.3
Japan,Female,3.5 [2.4-4.8],East Asia,3.5
Jordan,Both sexes,34.3 [30.4-38.3],Middle East,34.3
Jordan,Male,26.8 [21.2-32.6],Middle East,26.8
Jordan,Female,42.0 [36.4-47.6],Middle East,42.0
Kazakhstan,Both sexes,20.0 [16.1-24.1],Central Asia,20.0
Kazakhstan,Male,17.8 [12.3-24.1],Central Asia,17.8
Kazakhstan,Female,21.6 [16.4-27.5],Central Asia,21.6
Kenya,Both sexes,6.5 [4.6-8.7],East Africa,6.5
Kenya,Male,2.5 [1.2-4.6],East Africa,2.5
Kenya,Female,10.2 [6.9-14.0],East Africa,10.2
Kiribati,Both sexes,44.7 [38.7-50.5],Oceania,44.7
Kiribati,Male,40.1 [31.7-48.7],Oceania,40.1
Kiribati,Female,49.3 [41.3-57.4],Oceania,49.3
Kuwait,Both sexes,36.8 [32.5-41.2],Middle East,36.8
Kuwait,Male,32.0 [26.3-37.8],Middle East,32.0
Kuwait,Female,44.8 [38.8-50.8],Middle East,44.8
Kyrgyzstan,Both sexes,15.5 [11.7-19.8],Central Asia,15.5
Kyrgyzstan,Male,13.0 [7.8-19.3],Central Asia,13.0
Kyrgyzstan,Female,17.5 [12.3-23.4],Central Asia,17.5
Lao People's Democratic Republic,Both sexes,4.7 [3.1-6.6],Southeast Asia,4.7
Lao People's Democratic Republic,Male,3.2 [1.6-5.4],Southeast Asia,3.2
Lao People's Democratic Republic,Female,6.0 [3.6-9.2],Southeast Asia,6.0
Latvia,Both sexes,23.0 [18.0-28.3],Eastern Europe,23.0
Latvia,Male,20.7 [14.0-28.1],Eastern Europe,20.7
Latvia,Female,24.8 [17.5-32.4],Eastern Europe,24.8
Lebanon,Both sexes,30.8 [26.2-35.8],Middle East,30.8
Lebanon,Male,26.2 [19.5-33.1],Middle East,26.2
Lebanon,Female,36.1 [29.3-43.2],Middle East,36.1
Lesotho,Both sexes,15.7 [12.4-19.3],Southern Africa,15.7
Lesotho,Male,4.1 [2.2-6.9],Southern Africa,4.1
Lesotho,Female,25.3 [19.3-31.6],Southern Africa,25.3
Liberia,Both sexes,9.2 [6.8-12.0],West Africa,9.2
Liberia,Male,5.0 [2.7-8.3],West Africa,5.0
Liberia,Female,13.3 [9.1-17.8],West Africa,13.3
Libya,Both sexes,31.3 [26.2-36.5],North Africa,31.3
Libya,Male,23.6 [17.3-30.6],North Africa,23.6
Libya,Female,38.6 [31.0-46.0],North Africa,38.6
Lithuania,Both sexes,25.6 [21.2-30.3],Eastern Europe,25.6
Lithuania,Male,23.2 [17.2-30.1],Eastern Europe,23.2
Lithuania,Female,27.4 [20.8-34.1],Eastern Europe,27.4
Luxembourg,Both sexes,21.7 [17.5-26.3],Western Europe,21.7
Luxembourg,Male,23.3 [16.8-30.6],Western Europe,23.3
Luxembourg,Female,20.1 [14.4-26.5],Western Europe,20.1
Madagascar,Both sexes,4.8 [3.2-6.8],Southern Africa,4.8
Madagascar,Male,2.6 [1.2-4.7],Southern Africa,2.6
Madagascar,Female,6.8 [4.2-10.2],Southern Africa,6.8
Malawi,Both sexes,5.3 [3.7-7.3],Southern Africa,5.3
Malawi,Male,2.0 [0.9-3.8],Southern Africa,2.0
Malawi,Female,8.3 [5.5-11.8],Southern Africa,8.3
Malaysia,Both sexes,14.3 [11.7-17.3],Southeast Asia,14.3
Malaysia,Male,11.7 [8.5-15.6],Southeast Asia,11.7
Malaysia,Female,16.8 [12.9-21.1],Southeast Asia,16.8
Maldives,Both sexes,7.6 [5.5-10.4],South Asia,7.6
Maldives,Male,5.0 [2.7-8.3],South Asia,5.0
Maldives,Female,10.3 [6.7-14.9],South Asia,10.3
Mali,Both sexes,7.9 [5.7-10.4],North Africa,7.9
Mali,Male,4.0 [2.1-6.8],North Africa,4.0
Mali,Female,11.4 [7.8-15.4],North Africa,11.4
Malta,Both sexes,28.2 [22.9-33.7],Southern Europe,28.2
Malta,Male,28.1 [20.9-36.0],Southern Europe,28.1
Malta,Female,28.1 [20.6-36.0],Southern Europe,28.1
Marshall Islands,Both sexes,51.8 [45.9-57.7],Oceania,51.8
Marshall Islands,Male,47.1 [38.5-55.6],Oceania,47.1
Marshall Islands,Female,56.5 [48.6-64.5],Oceania,56.5
Mauritania,Both sexes,11.8 [8.8-15.3],North Africa,11.8
Mauritania,Male,6.0 [3.3-9.7],North Africa,6.0
Mauritania,Female,17.4 [12.2-23.4],North Africa,17.4
Mauritius,Both sexes,10.2 [7.5-13.4],Southern Africa,10.2
Mauritius,Male,5.2 [2.8-8.7],Southern Africa,5.2
Mauritius,Female,14.8 [10.4-20.4],Southern Africa,14.8
Mexico,Both sexes,27.8 [24.6-31.3],North America,27.8
Mexico,Male,23.2 [18.6-27.9],North America,23.2
Mexico,Female,31.8 [26.9-36.9],North America,31.8
Micronesia (Federated States of),Both sexes,44.4 [38.8-49.9],Oceania,44.4
Micronesia (Federated States of),Male,38.4 [30.2-47.0],Oceania,38.4
Micronesia (Federated States of),Female,50.2 [42.7-57.6],Oceania,50.2
Monaco,Both sexes,No data,Western Europe,0
Monaco,Male,No data,Western Europe,0
Monaco,Female,No data,Western Europe,0
Mongolia,Both sexes,19.2 [15.4-23.2],Central Asia,19.2
Mongolia,Male,16.1 [11.1-21.9],Central Asia,16.1
Mongolia,Female,22.0 [16.4-27.9],Central Asia,22.0
Montenegro,Both sexes,22.4 [17.4-27.7],Balkans,22.4
Montenegro,Male,22.2 [15.1-29.8],Balkans,22.2
Montenegro,Female,22.5 [15.8-29.8],Balkans,22.5
Morocco,Both sexes,24.7 [20.1-29.6],North Africa,24.7
Morocco,Male,18.0 [12.2-24.7],North Africa,18.0
Morocco,Female,30.8 [24.1-37.8],North Africa,30.8
Mozambique,Both sexes,6.7 [4.7-9.0],Southern Africa,6.7
Mozambique,Male,3.0 [1.5-5.3],Southern Africa,3.0
Mozambique,Female,9.7 [6.5-13.7],Southern Africa,9.7
Myanmar,Both sexes,5.1 [3.6-6.9],Southeast Asia,5.1
Myanmar,Male,3.5 [2.0-5.7],Southeast Asia,3.5
Myanmar,Female,6.5 [4.2-9.4],Southeast Asia,6.5
Namibia,Both sexes,16.1 [12.6-19.9],Southern Africa,16.1
Namibia,Male,6.7 [3.8-10.6],Southern Africa,6.7
Namibia,Female,24.1 [18.3-30.3],Southern Africa,24.1
Nauru,Both sexes,60.3 [55.0-65.6],Oceania,60.3
Nauru,Male,57.8 [50.3-65.1],Oceania,57.8
Nauru,Female,62.9 [55.5-69.8],Oceania,62.9
Nepal,Both sexes,3.7 [2.6-5.0],South Asia,3.7
Nepal,Male,2.4 [1.2-3.9],South Asia,2.4
Nepal,Female,4.9 [3.1-7.1],South Asia,4.9
Netherlands,Both sexes,19.5 [16.4-23.0],Western Europe,19.5
Netherlands,Male,19.7 [15.1-24.6],Western Europe,19.7
Netherlands,Female,19.3 [15.2-23.7],Western Europe,19.3
New Zealand,Both sexes,29.6 [26.5-32.7],Oceania,29.6
New Zealand,Male,28.8 [24.4-33.5],Oceania,28.8
New Zealand,Female,30.3 [25.9-35.0],Oceania,30.3
Nicaragua,Both sexes,22.5 [18.1-27.1],Central America,22.5
Nicaragua,Male,16.8 [10.9-23.6],Central America,16.8
Nicaragua,Female,27.8 [21.6-34.4],Central America,27.8
Niger,Both sexes,5.0 [3.4-7.0],West Africa,5.0
Niger,Male,2.2 [1.0-4.1],West Africa,2.2
Niger,Female,7.9 [5.1-11.5],West Africa,7.9
Nigeria,Both sexes,8.1 [6.3-10.1],West Africa,8.1
Nigeria,Male,4.1 [2.5-6.3],West Africa,4.1
Nigeria,Female,12.0 [8.9-15.6],West Africa,12.0
Niue,Both sexes,48.4 [42.4-54.0],Oceania,48.4
Niue,Male,43.0 [34.2-51.8],Oceania,43.0
Niue,Female,53.8 [45.9-61.5],Oceania,53.8
Norway,Both sexes,22.2 [18.7-25.6],Northern Europe,22.2
Norway,Male,22.4 [17.7-27.6],Northern Europe,22.4
Norway,Female,21.8 [17.2-26.6],Northern Europe,21.8
Oman,Both sexes,25.6 [21.4-30.1],Middle East,25.6
Oman,Male,21.4 [15.8-27.4],Middle East,21.4
Oman,Female,32.4 [25.8-39.3],Middle East,32.4
Pakistan,Both sexes,7.8 [5.8-10.2],South Asia,7.8
Pakistan,Male,5.4 [3.2-8.4],South Asia,5.4
Pakistan,Female,10.4 [7.1-14.3],South Asia,10.4
Palau,Both sexes,54.2 [48.3-59.9],Oceania,54.2
Palau,Male,50.4 [41.8-58.6],Oceania,50.4
Palau,Female,58.0 [49.7-65.8],Oceania,58.0
Panama,Both sexes,21.6 [17.4-26.2],Central America,21.6
Panama,Male,16.7 [11.5-23.0],Central America,16.7
Panama,Female,26.5 [20.2-33.3],Central America,26.5
Papua New Guinea,Both sexes,20.1 [14.8-25.8],Oceania,20.1
Papua New Guinea,Male,15.5 [8.9-23.3],Oceania,15.5
Papua New Guinea,Female,24.5 [16.8-32.8],Oceania,24.5
Paraguay,Both sexes,19.2 [14.3-24.7],South America,19.2
Paraguay,Male,16.1 [9.9-23.7],South America,16.1
Paraguay,Female,22.3 [15.1-30.6],South America,22.3
Peru,Both sexes,18.9 [16.0-21.9],South America,18.9
Peru,Male,14.3 [10.4-18.5],South America,14.3
Peru,Female,23.3 [19.3-27.7],South America,23.3
Philippines,Both sexes,5.9 [4.3-7.8],Southeast Asia,5.9
Philippines,Male,4.7 [2.7-7.4],Southeast Asia,4.7
Philippines,Female,7.0 [4.6-9.9],Southeast Asia,7.0
Poland,Both sexes,22.3 [19.1-25.5],Eastern Europe,22.3
Poland,Male,22.6 [18.2-27.2],Eastern Europe,22.6
Poland,Female,21.7 [17.6-26.1],Eastern Europe,21.7
Portugal,Both sexes,19.9 [16.4-23.7],Southern Europe,19.9
Portugal,Male,19.2 [14.2-24.6],Southern Europe,19.2
Portugal,Female,20.5 [15.3-26.1],Southern Europe,20.5
Qatar,Both sexes,33.8 [28.4-39.5],Middle East,33.8
Qatar,Male,31.1 [24.3-38.2],Middle East,31.1
Qatar,Female,42.2 [35.0-49.0],Middle East,42.2
Republic of Korea,Both sexes,4.4 [3.4-5.5],East Asia,4.4
Republic of Korea,Male,4.1 [2.9-5.7],East Asia,4.1
Republic of Korea,Female,4.6 [3.3-6.2],East Asia,4.6
Republic of Moldova,Both sexes,18.2 [13.8-22.9],Eastern Europe,18.2
Republic of Moldova,Male,15.3 [9.6-21.8],Eastern Europe,15.3
Republic of Moldova,Female,20.6 [14.4-27.2],Eastern Europe,20.6
Republic of North Macedonia,Both sexes,21.6 [16.6-26.7],Balkans,21.6
Republic of North Macedonia,Male,21.6 [14.5-29.4],Balkans,21.6
Republic of North Macedonia,Female,21.5 [15.1-28.7],Balkans,21.5
Romania,Both sexes,21.6 [17.6-25.7],Eastern Europe,21.6
Romania,Male,22.1 [16.6-28.1],Eastern Europe,22.1
Romania,Female,20.9 [15.6-26.8],Eastern Europe,20.9
