Country,Sex,Obesity (%),Region,BMI
Bulgaria,Male,11.9 [7.1-17.5],Balkans,11.9
Bulgaria,Female,16.9 [11.2-23.6],Balkans,16.9
Burkina Faso,Both sexes,1.0 [0.5-1.6],West Africa,1.0
Burkina Faso,Male,0.3 [0.1-0.8],West Africa,0.3
Burkina Faso,Female,1.5 [0.7-2.6],West Africa,1.5
Burundi,Both sexes,1.2 [0.6-2.1],East Africa,1.2
Burundi,Male,0.4 [0.1-1.0],East Africa,0.4
Burundi,Female,1.9 [0.8-3.5],East Africa,1.9
Cabo Verde,Both sexes,2.6 [1.4-4.2],West Africa,2.6
Cabo Verde,Male,0.9 [0.3-1.9],West Africa,0.9
Cabo Verde,Female,3.8 [1.9-6.4],West Africa,3.8
Cambodia,Both sexes,0.6 [0.3-1.1],Southeast Asia,0.6
Cambodia,Male,0.3 [0.1-0.7],Southeast Asia,0.3
Cambodia,Female,0.8 [0.4-1.6],Southeast Asia,0.8
Cameroon,Both sexes,3.0 [1.9-4.3],Central Africa,3.0
Cameroon,Male,1.1 [0.5-2.2],Central Africa,1.1
Cameroon,Female,4.7 [2.8-7.2],Central Africa,4.7
Canada,Both sexes,13.9 [11.5-16.4],North America,13.9
Canada,Male,13.0 [9.7-16.7],North America,13.0
Canada,Female,14.7 [11.3-18.3],North America,14.7
Central African Republic,Both sexes,2.2 [1.2-3.8],Central Africa,2.2
Central African Republic,Male,0.8 [0.3-1.9],Central Africa,0.8
Central African Republic,Female,3.5 [1.6-6.3],Central Africa,3.5
Chad,Both sexes,1.5 [0.8-2.5],North Africa,1.5
Chad,Male,0.6 [0.2-1.4],North Africa,0.6
Chad,Female,2.3 [1.2-4.1],North Africa,2.3
Chile,Both sexes,15.6 [12.3-19.1],South America,15.6
Chile,Male,12.0 [8.0-16.7],South America,12.0
Chile,Female,18.8 [13.8-24.2],South America,18.8
China,Both sexes,1.0 [0.8-1.3],East Asia,1.0
China,Male,0.6 [0.4-0.9],East Asia,0.6
China,Female,1.4 [1.0-2.0],East Asia,1.4
Colombia,Both sexes,10.4 [7.8-13.3],South America,10.4
Colombia,Male,6.2 [3.6-9.7],South America,6.2
Colombia,Female,14.2 [9.9-19.0],South America,14.2
Comoros,Both sexes,2.3 [1.3-3.7],Southern Africa,2.3
Comoros,Male,0.8 [0.3-1.8],Southern Africa,0.8
Comoros,Female,3.7 [1.9-6.3],Southern Africa,3.7
Congo,Both sexes,3.0 [1.8-4.5],Central Africa,3.0
Congo,Male,1.1 [0.4-2.2],Central Africa,1.1
Congo,Female,4.7 [2.7-7.3],Central Africa,4.7
Cook Islands,Both sexes,35.3 [29.5-41.4],Oceania,35.3
Cook Islands,Male,29.0 [20.9-37.6],Oceania,29.0
Cook Islands,Female,41.8 [33.3-50.1],Oceania,41.8
Costa Rica,Both sexes,8.6 [6.0-11.5],Central America,8.6
Costa Rica,Male,5.3 [2.7-8.7],Central America,5.3
Costa Rica,Female,11.9 [7.6-17.2],Central America,11.9
Croatia,Both sexes,13.4 [10.1-17.2],Balkans,13.4
Croatia,Male,10.5 [6.7-15.4],Balkans,10.5
Croatia,Female,15.7 [10.8-21.3],Balkans,15.7
Cuba,Both sexes,12.2 [9.1-15.6],Caribbean,12.2
Cuba,Male,6.7 [3.8-10.2],Caribbean,6.7
Cuba,Female,17.6 [12.4-23.5],Caribbean,17.6
Cyprus,Both sexes,11.3 [8.2-15.1],Balkans,11.3
Cyprus,Male,9.4 [5.4-14.5],Balkans,9.4
Cyprus,Female,13.2 [8.5-18.6],Balkans,13.2
Czechia,Both sexes,18.1 [14.6-22.0],Eastern Europe,18.1
Czechia,Male,15.0 [10.6-20.3],Eastern Europe,15.0
Czechia,Female,20.8 [15.7-26.7],Eastern Europe,20.8
Côte d'Ivoire,Both sexes,2.8 [1.7-4.1],West Africa,2.8
Côte d'Ivoire,Male,1.1 [0.5-2.3],West Africa,1.1
Côte d'Ivoire,Female,4.7 [2.7-7.3],West Africa,4.7
Democratic People's Republic of Korea,Both sexes,2.7 [1.4-4.4],East Asia,2.7
Democratic People's Republic of Korea,Male,1.6 [0.6-3.2],East Asia,1.6
Democratic People's Republic of Korea,Female,3.4 [1.6-6.3],East Asia,3.4
Democratic Republic of the Congo,Both sexes,1.6 [0.8-2.7],Central Africa,1.6
Democratic Republic of the Congo,Male,0.6 [0.2-1.4],Central Africa,0.6
Democratic Republic of the Congo,Female,2.4 [1.1-4.4],Central Africa,2.4
Denmark,Both sexes,10.2 [8.1-12.5],Northern Europe,10.2
Denmark,Male,9.9 [7.2-12.9],Northern Europe,9.9
Denmark,Female,10.3 [7.3-13.8],Northern Europe,10.3
Djibouti,Both sexes,6.7 [4.2-9.9],East Africa,6.7
Djibouti,Male,3.2 [1.3-6.2],East Africa,3.2
Djibouti,Female,10.1 [5.7-15.6],East Africa,10.1
Dominica,Both sexes,11.9 [8.6-15.8],Caribbean,11.9
Dominica,Male,5.9 [3.0-9.9],Caribbean,5.9
Dominica,Female,17.8 [12.0-24.6],Caribbean,17.8
Dominican Republic,Both sexes,10.2 [7.6-13.2],Caribbean,10.2
Dominican Republic,Male,5.4 [3.0-8.5],Caribbean,5.4
Dominican Republic,Female,15.4 [10.9-20.5],Caribbean,15.4
Ecuador,Both sexes,8.4 [5.5-11.9],South America,8.4
Ecuador,Male,4.8 [2.2-8.7],South America,4.8
Ecuador,Female,11.9 [7.0-17.9],South America,11.9
Egypt,Both sexes,16.5 [13.1-20.2],North Africa,16.5
Egypt,Male,8.7 [5.5-12.7],North Africa,8.7
Egypt,Female,23.7 [18.1-29.9],North Africa,23.7
El Salvador,Both sexes,9.3 [6.4-12.7],Central America,9.3
El Salvador,Male,5.5 [2.7-9.5],Central America,5.5
El Salvador,Female,12.7 [8.1-18.5],Central America,12.7
Equatorial Guinea,Both sexes,2.1 [1.1-3.7],Central Africa,2.1
Equatorial Guinea,Male,0.7 [0.2-1.8],Central Africa,0.7
Equatorial Guinea,Female,3.6 [1.6-6.5],Central Africa,3.6
Eritrea,Both sexes,1.2 [0.6-2.0],East Africa,1.2
Eritrea,Male,0.4 [0.1-0.9],East Africa,0.4
Eritrea,Female,1.8 [0.9-3.3],East Africa,1.8
Estonia,Both sexes,15.2 [12.1-18.6],Eastern Europe,15.2
Estonia,Male,10.5 [7.3-14.4],Eastern Europe,10.5
Estonia,Female,18.7 [14.0-24.1],Eastern Europe,18.7
Eswatini,Both sexes,7.1 [4.4-10.6],Southern Africa,7.1
Eswatini,Male,1.3 [0.4-2.7],Southern Africa,1.3
Eswatini,Female,11.6 [6.9-17.7],Southern Africa,11.6
Ethiopia,Both sexes,1.0 [0.5-1.7],East Africa,1.0
Ethiopia,Male,0.3 [0.1-0.8],East Africa,0.3
Ethiopia,Female,1.5 [0.7-2.9],East Africa,1.5
Fiji,Both sexes,13.9 [9.6-18.6],Oceania,13.9
Fiji,Male,9.1 [4.7-15.1],Oceania,9.1
Fiji,Female,18.7 [11.7-26.5],Oceania,18.7
Finland,Both sexes,11.1 [9.3-13.1],Northern Europe,11.1
Finland,Male,10.3 [7.8-13.1],Northern Europe,10.3
Finland,Female,11.6 [9.1-14.4],Northern Europe,11.6
France,Both sexes,11.8 [9.3-14.6],Western Europe,11.8
France,Male,10.1 [6.9-13.8],Western Europe,10.1
France,Female,13.3 [9.6-17.6],Western Europe,13.3
Gabon,Both sexes,4.9 [2.9-7.5],Central Africa,4.9
Gabon,Male,1.9 [0.7-3.9],Central Africa,1.9
Gabon,Female,7.5 [4.1-12.1],Central Africa,7.5
Gambia,Both sexes,2.1 [1.2-3.3],West Africa,2.1
Gambia,Male,0.8 [0.3-1.7],West Africa,0.8
Gambia,Female,3.6 [1.9-5.9],West Africa,3.6
Georgia,Both sexes,9.8 [6.6-13.5],Eastern Europe,9.8
Georgia,Male,7.3 [3.8-12.1],Eastern Europe,7.3
Georgia,Female,11.7 [7.1-17.4],Eastern Europe,11.7
Germany,Both sexes,11.9 [10.3-13.6],Northern Europe,11.9
Germany,Male,11.2 [8.9-13.7],Northern Europe,11.2
Germany,Female,12.2 [10.1-14.7],Northern Europe,12.2
Ghana,Both sexes,2.7 [1.8-3.9],West Africa,2.7
Ghana,Male,0.8 [0.3-1.5],West Africa,0.8
Ghana,Female,4.7 [2.9-7.0],West Africa,4.7
Greece,Both sexes,13.9 [10.8-17.3],Balkans,13.9
Greece,Male,10.8 [7.0-15.3],Balkans,10.8
Greece,Female,16.7 [12.1-22.4],Balkans,16.7
Grenada,Both sexes,8.7 [5.9-12.3],Caribbean,8.7
Grenada,Male,3.8 [1.8-6.9],Caribbean,3.8
Grenada,Female,12.9 [8.1-19.1],Caribbean,12.9
Guatemala,Both sexes,7.9 [5.5-10.8],Central America,7.9
Guatemala,Male,4.4 [2.2-7.8],Central America,4.4
Guatemala,Female,11.4 [7.3-16.5],Central America,11.4
Guinea,Both sexes,1.9 [1.1-3.0],West Africa,1.9
Guinea,Male,0.7 [0.3-1.5],West Africa,0.7
Guinea,Female,3.1 [1.6-5.1],West Africa,3.1
Guinea-Bissau,Both sexes,1.8 [1.0-3.0],West Africa,1.8
Guinea-Bissau,Male,0.6 [0.2-1.5],West Africa,0.6
Guinea-Bissau,Female,2.9 [1.4-5.1],West Africa,2.9
Guyana,Both sexes,7.9 [5.2-11.1],South America,7.9
Guyana,Male,3.6 [1.6-6.5],South America,3.6
Guyana,Female,12.0 [7.2-17.9],South America,12.0
Haiti,Both sexes,5.6 [3.5-8.2],Caribbean,5.6
Haiti,Male,2.9 [1.2-5.6],Caribbean,2.9
Haiti,Female,7.9 [4.5-12.1],Caribbean,7.9
Honduras,Both sexes,7.5 [5.1-10.4],Central America,7.5
Honduras,Male,4.2 [1.9-7.5],Central America,4.2
Honduras,Female,10.8 [6.7-15.8],Central America,10.8
Hungary,Both sexes,16.1 [12.8-19.8],Eastern Europe,16.1
Hungary,Male,14.1 [9.8-19.1],Eastern Europe,14.1
Hungary,Female,17.7 [13.0-23.2],Eastern Europe,17.7
Iceland,Both sexes,11.6 [9.4-14.1],Northern Europe,11.6
Iceland,Male,10.9 [7.9-14.4],Northern Europe,10.9
Iceland,Female,12.3 [9.2-15.8],Northern Europe,12.3
India,Both sexes,0.8 [0.5-1.0],South Asia,0.8
India,Male,0.4 [0.2-0.6],South Asia,0.4
India,Female,1.1 [0.7-1.7],South Asia,1.1
Indonesia,Both sexes,1.0 [0.6-1.5],Southeast Asia,1.0
Indonesia,Male,0.4 [0.2-0.7],Southeast Asia,0.4
Indonesia,Female,1.5 [0.8-2.5],Southeast Asia,1.5
Iran (Islamic Republic of),Both sexes,10.7 [8.5-13.2],Central Asia,10.7
Iran (Islamic Republic of),Male,5.6 [3.7-7.9],Central Asia,5.6
Iran (Islamic Republic of),Female,16.1 [12.1-20.6],Central Asia,16.1
Iraq,Both sexes,17.1 [13.3-21.4],Middle East,17.1
Iraq,Male,10.2 [6.1-15.2],Middle East,10.2
Iraq,Female,23.9 [17.5-31.0],Middle East,23.9
Ireland,Both sexes,10.1 [7.6-13.1],Western Europe,10.1
Ireland,Male,9.5 [6.1-13.8],Western Europe,9.5
Ireland,Female,10.7 [7.2-14.6],Western Europe,10.7
Israel,Both sexes,16.8 [13.4-20.6],Middle East,16.8
Israel,Male,13.6 [9.3-18.6],Middle East,13.6
Israel,Female,19.8 [14.7-25.5],Middle East,19.8
Italy,Both sexes,11.3 [9.6-13.2],Southern Europe,11.3
Italy,Male,9.6 [7.4-12.2],Southern Europe,9.6
Italy,Female,12.8 [10.3-15.8],Southern Europe,12.8
Jamaica,Both sexes,10.7 [8.2-13.7],Caribbean,10.7
Jamaica,Male,4.3 [2.5-6.8],Caribbean,4.3
Jamaica,Female,16.8 [12.2-22.1],Caribbean,16.8
Japan,Both sexes,1.4 [1.2-1.7],East Asia,1.4
Japan,Male,1.0 [0.8-1.4],East Asia,1.0
Japan,Female,1.8 [1.3-2.3],East Asia,1.8
Jordan,Both sexes,18.0 [14.7-21.7],Middle East,18.0
Jordan,Male,10.7 [7.1-15.3],Middle East,10.7
Jordan,Female,25.8 [20.2-31.8],Middle East,25.8
Kazakhstan,Both sexes,9.9 [6.9-13.5],Central Asia,9.9
Kazakhstan,Male,7.7 [4.1-12.6],Central Asia,7.7
Kazakhstan,Female,11.6 [7.3-16.9],Central Asia,11.6
Kenya,Both sexes,1.6 [0.9-2.6],East Africa,1.6
Kenya,Male,0.5 [0.2-1.2],East Africa,0.5
Kenya,Female,2.7 [1.4-4.6],East Africa,2.7
Kiribati,Both sexes,24.6 [19.6-30.1],Oceania,24.6
Kiribati,Male,19.4 [12.9-27.0],Oceania,19.4
Kiribati,Female,30.3 [22.5-38.5],Oceania,30.3
Kuwait,Both sexes,24.9 [20.9-29.0],Middle East,24.9
Kuwait,Male,18.2 [13.5-23.5],Middle East,18.2
Kuwait,Female,35.0 [28.5-41.4],Middle East,35.0
Kyrgyzstan,Both sexes,6.6 [4.2-9.7],Central Asia,6.6
Kyrgyzstan,Male,4.9 [2.2-8.7],Central Asia,4.9
Kyrgyzstan,Female,8.0 [4.5-12.5],Central Asia,8.0
Lao People's Democratic Republic,Both sexes,0.7 [0.3-1.2],Southeast Asia,0.7
Lao People's Democratic Republic,Male,0.3 [0.1-0.6],Southeast Asia,0.3
Lao People's Democratic Republic,Female,1.1 [0.4-2.1],Southeast Asia,1.1
Latvia,Both sexes,16.6 [12.4-21.3],Eastern Europe,16.6
Latvia,Male,10.9 [6.4-16.5],Eastern Europe,10.9
Latvia,Female,21.1 [14.4-28.5],Eastern Europe,21.1
Lebanon,Both sexes,18.2 [14.3-22.5],Middle East,18.2
Lebanon,Male,12.2 [7.7-17.5],Middle East,12.2
Lebanon,Female,23.9 [17.7-30.7],Middle East,23.9
Lesotho,Both sexes,5.7 [3.5-8.7],Southern Africa,5.7
Lesotho,Male,0.7 [0.2-1.7],Southern Africa,0.7
Lesotho,Female,9.7 [5.6-15.0],Southern Africa,9.7
Liberia,Both sexes,3.1 [1.9-4.7],West Africa,3.1
Liberia,Male,1.3 [0.5-2.7],West Africa,1.3
Liberia,Female,4.9 [2.7-7.7],West Africa,4.9
Libya,Both sexes,17.8 [14.0-22.1],North Africa,17.8
Libya,Male,11.0 [6.9-16.3],North Africa,11.0
Libya,Female,26.2 [19.3-33.5],North Africa,26.2
Lithuania,Both sexes,18.0 [14.7-21.8],Eastern Europe,18.0
Lithuania,Male,12.2 [8.3-16.8],Eastern Europe,12.2
Lithuania,Female,22.6 [17.5-28.4],Eastern Europe,22.6
Luxembourg,Both sexes,11.3 [8.4-14.7],Western Europe,11.3
Luxembourg,Male,10.6 [6.4-15.6],Western Europe,10.6
Luxembourg,Female,11.9 [7.9-16.8],Western Europe,11.9
Madagascar,Both sexes,1.1 [0.6-1.9],Southern Africa,1.1
Madagascar,Male,0.5 [0.2-1.1],Southern Africa,0.5
Madagascar,Female,1.7 [0.8-3.1],Southern Africa,1.7
Malawi,Both sexes,1.3 [0.7-2.2],Southern Africa,1.3
Malawi,Male,0.4 [0.1-1.0],Southern Africa,0.4
Malawi,Female,2.1 [1.0-3.7],Southern Africa,2.1
Malaysia,Both sexes,3.2 [2.1-4.5],Southeast Asia,3.2
Malaysia,Male,1.7 [0.9-2.9],Southeast Asia,1.7
Malaysia,Female,4.6 [2.7-7.0],Southeast Asia,4.6
Maldives,Both sexes,1.4 [0.8-2.3],South Asia,1.4
Maldives,Male,0.6 [0.2-1.3],South Asia,0.6
Maldives,Female,2.4 [1.2-4.2],South Asia,2.4
Mali,Both sexes,1.8 [1.1-2.9],North Africa,1.8
Mali,Male,0.7 [0.3-1.5],North Africa,0.7
Mali,Female,2.8 [1.5-4.8],North Africa,2.8
Malta,Both sexes,18.7 [14.7-23.2],Southern Europe,18.7
Malta,Male,15.5 [10.3-21.7],Southern Europe,15.5
Malta,Female,21.4 [15.5-28.2],Southern Europe,21.4
Marshall Islands,Both sexes,34.8 [28.9-40.9],Oceania,34.8
Marshall Islands,Male,27.8 [19.8-36.4],Oceania,27.8
Marshall Islands,Female,42.3 [33.8-50.8],Oceania,42.3
Mauritania,Both sexes,3.1 [1.9-4.8],North Africa,3.1
Mauritania,Male,1.1 [0.4-2.3],North Africa,1.1
Mauritania,Female,5.0 [2.8-8.0],North Africa,5.0
Mauritius,Both sexes,4.4 [2.9-6.3],Southern Africa,4.4
Mauritius,Male,1.9 [0.9-3.4],Southern Africa,1.9
Mauritius,Female,6.7 [4.1-10.1],Southern Africa,6.7
Mexico,Both sexes,14.5 [11.7-17.6],North America,14.5
Mexico,Male,10.1 [6.9-14.0],North America,10.1
Mexico,Female,18.6 [14.1-23.5],North America,18.6
Micronesia (Federated States of),Both sexes,26.4 [21.1-32.0],Oceania,26.4
Micronesia (Federated States of),Male,19.7 [13.2-27.6],Oceania,19.7
Micronesia (Federated States of),Female,33.1 [25.1-41.6],Oceania,33.1
Monaco,Both sexes,No data,Western Europe,0
Monaco,Male,No data,Western Europe,0
Monaco,Female,No data,Western Europe,0
Mongolia,Both sexes,7.9 [5.4-10.9],Central Asia,7.9
Mongolia,Male,5.2 [2.7-8.8],Central Asia,5.2
Mongolia,Female,10.3 [6.3-15.3],Central Asia,10.3
Montenegro,Both sexes,10.1 [7.0-14.0],Balkans,10.1
Montenegro,Male,7.9 [4.0-13.0],Balkans,7.9
Montenegro,Female,12.1 [7.3-18.2],Balkans,12.1
Morocco,Both sexes,10.7 [7.7-14.1],North Africa,10.7
Morocco,Male,5.7 [3.0-9.3],North Africa,5.7
Morocco,Female,15.1 [10.1-21.0],North Africa,15.1
Mozambique,Both sexes,1.6 [0.9-2.7],Southern Africa,1.6
Mozambique,Male,0.6 [0.2-1.3],Southern Africa,0.6
Mozambique,Female,2.5 [1.2-4.4],Southern Africa,2.5
Myanmar,Both sexes,1.0 [0.6-1.7],Southeast Asia,1.0
Myanmar,Male,0.5 [0.2-1.0],Southeast Asia,0.5
Myanmar,Female,1.5 [0.7-2.7],Southeast Asia,1.5
Namibia,Both sexes,5.8 [3.7-8.6],Southern Africa,5.8
Namibia,Male,1.3 [0.5-2.7],Southern Africa,1.3
Namibia,Female,9.7 [5.8-14.7],Southern Africa,9.7
Nauru,Both sexes,49.5 [44.6-54.4],Oceania,49.5
Nauru,Male,44.1 [37.1-51.4],Oceania,44.1
Nauru,Female,55.4 [48.6-62.0],Oceania,55.4
Nepal,Both sexes,0.7 [0.4-1.1],South Asia,0.7
Nepal,Male,0.4 [0.1-0.8],South Asia,0.4
Nepal,Female,0.9 [0.4-1.8],South Asia,0.9
Netherlands,Both sexes,8.2 [6.5-10.1],Western Europe,8.2
Netherlands,Male,6.9 [4.6-9.7],Western Europe,6.9
Netherlands,Female,9.4 [6.8-12.3],Western Europe,9.4
New Zealand,Both sexes,15.1 [12.5-17.8],Oceania,15.1
New Zealand,Male,13.6 [10.1-17.5],Oceania,13.6
New Zealand,Female,16.5 [12.9-20.4],Oceania,16.5
Nicaragua,Both sexes,10.5 [7.6-13.8],Central America,10.5
Nicaragua,Male,6.2 [3.2-10.6],Central America,6.2
Nicaragua,Female,14.4 [9.7-19.8],Central America,14.4
Niger,Both sexes,1.3 [0.7-2.2],West Africa,1.3
Niger,Male,0.5 [0.1-1.0],West Africa,0.5
Niger,Female,2.1 [1.0-3.7],West Africa,2.1
Nigeria,Both sexes,1.8 [1.2-2.7],West Africa,1.8
Nigeria,Male,0.7 [0.3-1.3],West Africa,0.7
Nigeria,Female,3.0 [1.8-4.5],West Africa,3.0
Niue,Both sexes,28.2 [22.4-34.6],Oceania,28.2
Niue,Male,21.7 [13.7-30.8],Oceania,21.7
Niue,Female,35.0 [26.3-43.9],Oceania,35.0
Norway,Both sexes,11.0 [9.1-13.1],Northern Europe,11.0
Norway,Male,9.5 [6.9-12.3],Northern Europe,9.5
Norway,Female,12.4 [9.7-15.3],Northern Europe,12.4
Oman,Both sexes,10.7 [8.1-13.7],Middle East,10.7
Oman,Male,6.4 [3.9-9.7],Middle East,6.4
Oman,Female,15.7 [11.0-21.2],Middle East,15.7
Pakistan,Both sexes,2.0 [1.2-2.9],South Asia,2.0
Pakistan,Male,1.1 [0.5-2.0],South Asia,1.1
Pakistan,Female,3.0 [1.7-4.8],South Asia,3.0
Palau,Both sexes,36.6 [30.5-42.7],Oceania,36.6
Palau,Male,30.1 [21.8-38.9],Oceania,30.1
Palau,Female,43.5 [34.7-52.4],Oceania,43.5
Panama,Both sexes,9.2 [6.4-12.5],Central America,9.2
Panama,Male,5.6 [2.9-9.4],Central America,5.6
Panama,Female,12.8 [8.1-18.6],Central America,12.8
Papua New Guinea,Both sexes,8.5 [5.2-12.5],Oceania,8.5
Papua New Guinea,Male,5.6 [2.3-10.8],Oceania,5.6
Papua New Guinea,Female,11.3 [5.9-18.1],Oceania,11.3
Paraguay,Both sexes,7.1 [4.5-10.4],South America,7.1
Paraguay,Male,5.0 [2.3-9.0],South America,5.0
Paraguay,Female,9.1 [5.0-14.7],South America,9.1
Peru,Both sexes,9.5 [6.9-12.5],South America,9.5
Peru,Male,5.7 [3.1-9.1],South America,5.7
Peru,Female,13.2 [9.0-18.2],South America,13.2
Philippines,Both sexes,1.5 [1.0-2.2],Southeast Asia,1.5
Philippines,Male,0.9 [0.4-1.7],Southeast Asia,0.9
Philippines,Female,2.1 [1.3-3.2],Southeast Asia,2.1
Poland,Both sexes,14.0 [11.6-16.7],Eastern Europe,14.0
Poland,Male,11.2 [8.3-14.8],Eastern Europe,11.2
Poland,Female,16.3 [12.6-20.4],Eastern Europe,16.3
Portugal,Both sexes,8.6 [6.4-11.2],Southern Europe,8.6
Portugal,Male,6.7 [4.4-9.7],Southern Europe,6.7
Portugal,Female,10.2 [6.7-14.4],Southern Europe,10.2
Qatar,Both sexes,19.5 [15.2-24.4],Middle East,19.5
Qatar,Male,15.5 [10.3-21.7],Middle East,15.5
Qatar,Female,30.1 [23.3-37.4],Middle East,30.1
Republic of Korea,Both sexes,1.4 [1.0-2.0],East Asia,1.4
Republic of Korea,Male,0.9 [0.5-1.4],East Asia,0.9
Republic of Korea,Female,1.9 [1.1-2.8],East Asia,1.9
Republic of Moldova,Both sexes,11.0 [7.7-15.1],Eastern Europe,11.0
Republic of Moldova,Male,6.5 [3.3-10.8],Eastern Europe,6.5
Republic of Moldova,Female,14.6 [9.3-21.1],Eastern Europe,14.6
Republic of North Macedonia,Both sexes,13.0 [9.3-17.2],Balkans,13.0
Republic of North Macedonia,Male,10.6 [6.1-16.3],Balkans,10.6
Republic of North Macedonia,Female,15.3 [10.0-21.7],Balkans,15.3
Romania,Both sexes,11.9 [8.8-15.4],Eastern Europe,11.9
Romania,Male,9.7 [6.0-14.4],Eastern Europe,9.7
Romania,Female,13.8 [9.3-19.2],Eastern Europe,13.8
