Country,Sex,Obesity (%),Region,BMI
Botswana,Both sexes,5.2 [3.0-8.3],Southern Africa,5.2
Botswana,Male,0.8 [0.3-2.0],Southern Africa,0.8
Botswana,Female,8.9 [4.9-14.6],Southern Africa,8.9
Brazil,Both sexes,8.3 [6.4-10.4],South America,8.3
Brazil,Male,5.4 [3.5-7.9],South America,5.4
Brazil,Female,11.0 [7.9-14.7],South America,11.0
Brunei Darussalam,Both sexes,3.4 [2.0-5.2],Southeast Asia,3.4
Brunei Darussalam,Male,2.1 [0.9-4.1],Southeast Asia,2.1
Brunei Darussalam,Female,5.0 [2.5-8.5],Southeast Asia,5.0
Bulgaria,Both sexes,13.8 [10.0-18.2],Balkans,13.8
Bulgaria,Male,11.1 [6.4-16.7],Balkans,11.1
Bulgaria,Female,16.4 [10.6-23.2],Balkans,16.4
Burkina Faso,Both sexes,0.8 [0.4-1.5],West Africa,0.8
Burkina Faso,Male,0.3 [0.1-0.7],West Africa,0.3
Burkina Faso,Female,1.3 [0.6-2.4],West Africa,1.3
Burundi,Both sexes,1.1 [0.5-2.0],East Africa,1.1
Burundi,Male,0.3 [0.1-0.9],East Africa,0.3
Burundi,Female,1.7 [0.7-3.3],East Africa,1.7
Cabo Verde,Both sexes,2.2 [1.2-3.6],West Africa,2.2
Cabo Verde,Male,0.7 [0.2-1.6],West Africa,0.7
Cabo Verde,Female,3.2 [1.5-5.6],West Africa,3.2
Cambodia,Both sexes,0.5 [0.2-0.9],Southeast Asia,0.5
Cambodia,Male,0.3 [0.1-0.6],Southeast Asia,0.3
Cambodia,Female,0.7 [0.3-1.5],Southeast Asia,0.7
Cameroon,Both sexes,2.7 [1.6-4.0],Central Africa,2.7
Cameroon,Male,1.0 [0.4-1.9],Central Africa,1.0
Cameroon,Female,4.2 [2.4-6.6],Central Africa,4.2
Canada,Both sexes,13.1 [10.8-15.6],North America,13.1
Canada,Male,12.1 [8.9-15.8],North America,12.1
Canada,Female,13.9 [10.6-17.5],North America,13.9
Central African Republic,Both sexes,2.0 [1.0-3.5],Central Africa,2.0
Central African Republic,Male,0.7 [0.2-1.7],Central Africa,0.7
Central African Republic,Female,3.2 [1.4-5.9],Central Africa,3.2
Chad,Both sexes,1.4 [0.7-2.3],North Africa,1.4
Chad,Male,0.6 [0.2-1.3],North Africa,0.6
Chad,Female,2.1 [1.0-3.8],North Africa,2.1
Chile,Both sexes,14.8 [11.5-18.5],South America,14.8
Chile,Male,11.2 [7.3-16.0],South America,11.2
Chile,Female,18.0 [13.0-23.6],South America,18.0
China,Both sexes,0.9 [0.6-1.2],East Asia,0.9
China,Male,0.5 [0.3-0.8],East Asia,0.5
China,Female,1.3 [0.9-1.8],East Asia,1.3
Colombia,Both sexes,9.7 [7.1-12.6],South America,9.7
Colombia,Male,5.6 [3.1-9.0],South America,5.6
Colombia,Female,13.4 [9.0-18.3],South America,13.4
Comoros,Both sexes,2.1 [1.1-3.5],Southern Africa,2.1
Comoros,Male,0.7 [0.2-1.7],Southern Africa,0.7
Comoros,Female,3.3 [1.6-5.9],Southern Africa,3.3
Congo,Both sexes,2.7 [1.6-4.1],Central Africa,2.7
Congo,Male,1.0 [0.4-2.0],Central Africa,1.0
Congo,Female,4.3 [2.4-6.9],Central Africa,4.3
Cook Islands,Both sexes,33.9 [28.0-40.1],Oceania,33.9
Cook Islands,Male,27.6 [19.5-36.3],Oceania,27.6
Cook Islands,Female,40.5 [31.9-49.2],Oceania,40.5
Costa Rica,Both sexes,7.9 [5.3-10.9],Central America,7.9
Costa Rica,Male,4.7 [2.4-8.0],Central America,4.7
Costa Rica,Female,11.0 [6.8-16.2],Central America,11.0
Croatia,Both sexes,12.8 [9.5-16.7],Balkans,12.8
Croatia,Male,9.8 [6.1-14.7],Balkans,9.8
Croatia,Female,15.1 [10.1-20.9],Balkans,15.1
Cuba,Both sexes,11.4 [8.4-14.8],Caribbean,11.4
Cuba,Male,6.0 [3.3-9.4],Caribbean,6.0
Cuba,Female,16.7 [11.6-22.7],Caribbean,16.7
Cyprus,Both sexes,10.4 [7.3-14.0],Balkans,10.4
Cyprus,Male,8.4 [4.7-13.3],Balkans,8.4
Cyprus,Female,12.2 [7.6-17.6],Balkans,12.2
Czechia,Both sexes,17.6 [14.0-21.6],Eastern Europe,17.6
Czechia,Male,14.3 [9.8-19.8],Eastern Europe,14.3
Czechia,Female,20.5 [15.2-26.6],Eastern Europe,20.5
Côte d'Ivoire,Both sexes,2.5 [1.5-3.8],West Africa,2.5
Côte d'Ivoire,Male,1.0 [0.4-2.1],West Africa,1.0
Côte d'Ivoire,Female,4.3 [2.4-6.9],West Africa,4.3
Democratic People's Republic of Korea,Both sexes,2.5 [1.3-4.2],East Asia,2.5
Democratic People's Republic of Korea,Male,1.4 [0.5-3.0],East Asia,1.4
Democratic People's Republic of Korea,Female,3.3 [1.4-6.1],East Asia,3.3
Democratic Republic of the Congo,Both sexes,1.4 [0.7-2.5],Central Africa,1.4
Democratic Republic of the Congo,Male,0.5 [0.2-1.3],Central Africa,0.5
Democratic Republic of the Congo,Female,2.2 [1.0-4.1],Central Africa,2.2
Denmark,Both sexes,9.6 [7.6-11.9],Northern Europe,9.6
Denmark,Male,9.2 [6.7-12.2],Northern Europe,9.2
Denmark,Female,9.9 [6.9-13.5],Northern Europe,9.9
Djibouti,Both sexes,6.3 [3.8-9.4],East Africa,6.3
Djibouti,Male,2.9 [1.2-5.8],East Africa,2.9
Djibouti,Female,9.5 [5.2-15.0],East Africa,9.5
Dominica,Both sexes,10.7 [7.4-14.5],Caribbean,10.7
Dominica,Male,5.1 [2.5-8.8],Caribbean,5.1
Dominica,Female,16.2 [10.6-22.9],Caribbean,16.2
Dominican Republic,Both sexes,9.5 [6.9-12.4],Caribbean,9.5
Dominican Republic,Male,4.9 [2.6-7.9],Caribbean,4.9
Dominican Republic,Female,14.4 [9.9-19.7],Caribbean,14.4
Ecuador,Both sexes,7.7 [5.0-11.2],South America,7.7
Ecuador,Male,4.3 [1.9-7.9],South America,4.3
Ecuador,Female,11.1 [6.2-17.1],South America,11.1
Egypt,Both sexes,15.7 [12.3-19.5],North Africa,15.7
Egypt,Male,8.1 [4.9-12.1],North Africa,8.1
Egypt,Female,22.7 [16.9-29.2],North Africa,22.7
El Salvador,Both sexes,8.6 [5.8-12.1],Central America,8.6
El Salvador,Male,5.0 [2.4-8.8],Central America,5.0
El Salvador,Female,11.9 [7.3-17.7],Central America,11.9
Equatorial Guinea,Both sexes,1.9 [0.9-3.4],Central Africa,1.9
Equatorial Guinea,Male,0.6 [0.2-1.6],Central Africa,0.6
Equatorial Guinea,Female,3.2 [1.4-6.0],Central Africa,3.2
Eritrea,Both sexes,1.0 [0.5-1.8],East Africa,1.0
Eritrea,Male,0.4 [0.1-0.9],East Africa,0.4
Eritrea,Female,1.6 [0.7-3.1],East Africa,1.6
Estonia,Both sexes,14.8 [11.6-18.4],Eastern Europe,14.8
Estonia,Male,9.9 [6.8-13.9],Eastern Europe,9.9
Estonia,Female,18.4 [13.5-24.2],Eastern Europe,18.4
Eswatini,Both sexes,6.4 [3.8-9.9],Southern Africa,6.4
Eswatini,Male,1.1 [0.4-2.5],Southern Africa,1.1
Eswatini,Female,10.6 [6.0-16.7],Southern Africa,10.6
Ethiopia,Both sexes,0.9 [0.4-1.6],East Africa,0.9
Ethiopia,Male,0.3 [0.1-0.8],East Africa,0.3
Ethiopia,Female,1.4 [0.6-2.7],East Africa,1.4
Fiji,Both sexes,13.0 [8.8-17.8],Oceania,13.0
Fiji,Male,8.5 [4.2-14.4],Oceania,8.5
Fiji,Female,17.7 [10.8-25.6],Oceania,17.7
Finland,Both sexes,10.3 [8.6-12.3],Northern Europe,10.3
Finland,Male,9.4 [7.0-12.2],Northern Europe,9.4
Finland,Female,10.9 [8.4-13.7],Northern Europe,10.9
France,Both sexes,11.2 [8.7-14.1],Western Europe,11.2
France,Male,9.4 [6.4-13.2],Western Europe,9.4
France,Female,12.9 [9.2-17.2],Western Europe,12.9
Gabon,Both sexes,4.3 [2.4-6.7],Central Africa,4.3
Gabon,Male,1.6 [0.5-3.5],Central Africa,1.6
Gabon,Female,6.7 [3.5-11.0],Central Africa,6.7
Gambia,Both sexes,1.8 [1.0-2.9],West Africa,1.8
Gambia,Male,0.7 [0.2-1.5],West Africa,0.7
Gambia,Female,3.2 [1.6-5.4],West Africa,3.2
Georgia,Both sexes,9.2 [6.1-12.9],Eastern Europe,9.2
Georgia,Male,6.7 [3.4-11.4],Eastern Europe,6.7
Georgia,Female,11.0 [6.5-16.9],Eastern Europe,11.0
Germany,Both sexes,11.3 [9.7-13.1],Northern Europe,11.3
Germany,Male,10.5 [8.2-13.0],Northern Europe,10.5
Germany,Female,11.8 [9.5-14.3],Northern Europe,11.8
Ghana,Both sexes,2.5 [1.5-3.7],West Africa,2.5
Ghana,Male,0.7 [0.3-1.4],West Africa,0.7
Ghana,Female,4.2 [2.5-6.5],West Africa,4.2
Greece,Both sexes,13.2 [10.1-16.7],Balkans,13.2
Greece,Male,10.1 [6.3-14.6],Balkans,10.1
Greece,Female,16.0 [11.4-21.8],Balkans,16.0
Grenada,Both sexes,8.2 [5.4-11.9],Caribbean,8.2
Grenada,Male,3.5 [1.6-6.4],Caribbean,3.5
Grenada,Female,12.1 [7.4-18.3],Caribbean,12.1
Guatemala,Both sexes,7.3 [4.9-10.2],Central America,7.3
Guatemala,Male,4.0 [1.9-7.3],Central America,4.0
Guatemala,Female,10.7 [6.6-15.7],Central America,10.7
Guinea,Both sexes,1.7 [1.0-2.8],West Africa,1.7
Guinea,Male,0.6 [0.2-1.4],West Africa,0.6
Guinea,Female,2.7 [1.4-4.7],West Africa,2.7
Guinea-Bissau,Both sexes,1.6 [0.8-2.7],West Africa,1.6
Guinea-Bissau,Male,0.5 [0.2-1.3],West Africa,0.5
Guinea-Bissau,Female,2.6 [1.2-4.6],West Africa,2.6
Guyana,Both sexes,7.3 [4.7-10.5],South America,7.3
Guyana,Male,3.2 [1.4-6.1],South America,3.2
Guyana,Female,11.3 [6.6-17.2],South America,11.3
Haiti,Both sexes,5.0 [3.0-7.5],Caribbean,5.0
Haiti,Male,2.6 [1.0-5.1],Caribbean,2.6
Haiti,Female,7.2 [4.0-11.4],Caribbean,7.2
Honduras,Both sexes,6.9 [4.5-9.8],Central America,6.9
Honduras,Male,3.7 [1.7-6.9],Central America,3.7
Honduras,Female,9.9 [5.9-15.0],Central America,9.9
Hungary,Both sexes,15.5 [12.3-19.3],Eastern Europe,15.5
Hungary,Male,13.3 [9.1-18.3],Eastern Europe,13.3
Hungary,Female,17.3 [12.6-23.0],Eastern Europe,17.3
Iceland,Both sexes,11.0 [8.8-13.5],Northern Europe,11.0
Iceland,Male,10.2 [7.3-13.6],Northern Europe,10.2
Iceland,Female,11.8 [8.7-15.3],Northern Europe,11.8
India,Both sexes,0.7 [0.4-1.0],South Asia,0.7
India,Male,0.3 [0.2-0.6],South Asia,0.3
India,Female,1.0 [0.6-1.6],South Asia,1.0
Indonesia,Both sexes,0.8 [0.5-1.3],Southeast Asia,0.8
Indonesia,Male,0.3 [0.1-0.6],Southeast Asia,0.3
Indonesia,Female,1.3 [0.7-2.3],Southeast Asia,1.3
Iran (Islamic Republic of),Both sexes,10.0 [7.7-12.5],Central Asia,10.0
Iran (Islamic Republic of),Male,5.0 [3.2-7.4],Central Asia,5.0
Iran (Islamic Republic of),Female,15.1 [11.0-19.8],Central Asia,15.1
Iraq,Both sexes,16.2 [12.4-20.5],Middle East,16.2
Iraq,Male,9.4 [5.5-14.3],Middle East,9.4
Iraq,Female,22.9 [16.3-30.1],Middle East,22.9
Ireland,Both sexes,9.4 [7.0-12.3],Western Europe,9.4
Ireland,Male,8.8 [5.4-13.0],Western Europe,8.8
Ireland,Female,10.0 [6.6-13.9],Western Europe,10.0
Israel,Both sexes,16.2 [12.7-19.9],Middle East,16.2
Israel,Male,12.8 [8.6-17.9],Middle East,12.8
Israel,Female,19.3 [14.1-25.1],Middle East,19.3
Italy,Both sexes,10.8 [9.0-12.8],Southern Europe,10.8
Italy,Male,9.0 [6.8-11.7],Southern Europe,9.0
Italy,Female,12.4 [9.7-15.6],Southern Europe,12.4
Jamaica,Both sexes,10.0 [7.5-13.0],Caribbean,10.0
Jamaica,Male,3.9 [2.2-6.3],Caribbean,3.9
Jamaica,Female,15.8 [11.2-21.2],Caribbean,15.8
Japan,Both sexes,1.4 [1.1-1.7],East Asia,1.4
Japan,Male,1.0 [0.7-1.3],East Asia,1.0
Japan,Female,1.7 [1.3-2.2],East Asia,1.7
Jordan,Both sexes,16.7 [13.3-20.4],Middle East,16.7
Jordan,Male,9.6 [6.2-14.3],Middle East,9.6
Jordan,Female,24.2 [18.5-30.6],Middle East,24.2
Kazakhstan,Both sexes,9.3 [6.3-12.9],Central Asia,9.3
Kazakhstan,Male,7.1 [3.7-11.9],Central Asia,7.1
Kazakhstan,Female,10.9 [6.6-16.3],Central Asia,10.9
Kenya,Both sexes,1.5 [0.8-2.5],East Africa,1.5
Kenya,Male,0.5 [0.1-1.1],East Africa,0.5
Kenya,Female,2.5 [1.2-4.3],East Africa,2.5
Kiribati,Both sexes,23.2 [18.2-28.8],Oceania,23.2
Kiribati,Male,18.1 [11.7-25.6],Oceania,18.1
Kiribati,Female,28.8 [20.9-37.1],Oceania,28.8
Kuwait,Both sexes,23.6 [19.6-27.9],Middle East,23.6
Kuwait,Male,17.2 [12.4-22.6],Middle East,17.2
Kuwait,Female,34.0 [27.3-40.9],Middle East,34.0
Kyrgyzstan,Both sexes,6.2 [3.9-9.3],Central Asia,6.2
Kyrgyzstan,Male,4.5 [2.0-8.3],Central Asia,4.5
Kyrgyzstan,Female,7.5 [4.2-12.1],Central Asia,7.5
Lao People's Democratic Republic,Both sexes,0.6 [0.3-1.1],Southeast Asia,0.6
Lao People's Democratic Republic,Male,0.2 [0.1-0.6],Southeast Asia,0.2
Lao People's Democratic Republic,Female,0.9 [0.4-1.8],Southeast Asia,0.9
Latvia,Both sexes,16.2 [11.8-21.0],Eastern Europe,16.2
Latvia,Male,10.2 [5.9-15.8],Eastern Europe,10.2
Latvia,Female,20.7 [13.9-28.5],Eastern Europe,20.7
Lebanon,Both sexes,17.0 [13.1-21.4],Middle East,17.0
Lebanon,Male,11.1 [6.8-16.4],Middle East,11.1
Lebanon,Female,22.7 [16.5-29.6],Middle East,22.7
Lesotho,Both sexes,5.3 [3.1-8.3],Southern Africa,5.3
Lesotho,Male,0.7 [0.2-1.6],Southern Africa,0.7
Lesotho,Female,8.9 [5.0-14.3],Southern Africa,8.9
Liberia,Both sexes,2.7 [1.6-4.1],West Africa,2.7
Liberia,Male,1.1 [0.4-2.3],West Africa,1.1
Liberia,Female,4.2 [2.2-6.9],West Africa,4.2
Libya,Both sexes,16.8 [12.9-21.1],North Africa,16.8
Libya,Male,10.1 [6.0-15.4],North Africa,10.1
Libya,Female,24.9 [18.1-32.4],North Africa,24.9
Lithuania,Both sexes,17.3 [13.8-21.2],Eastern Europe,17.3
Lithuania,Male,11.3 [7.5-16.0],Eastern Europe,11.3
Lithuania,Female,21.9 [16.6-28.1],Eastern Europe,21.9
Luxembourg,Both sexes,10.8 [7.9-14.0],Western Europe,10.8
Luxembourg,Male,9.9 [5.9-14.8],Western Europe,9.9
Luxembourg,Female,11.5 [7.5-16.3],Western Europe,11.5
Madagascar,Both sexes,1.0 [0.5-1.7],Southern Africa,1.0
Madagascar,Male,0.4 [0.1-1.0],Southern Africa,0.4
Madagascar,Female,1.5 [0.6-2.9],Southern Africa,1.5
Malawi,Both sexes,1.2 [0.6-2.1],Southern Africa,1.2
Malawi,Male,0.4 [0.1-0.9],Southern Africa,0.4
Malawi,Female,1.9 [0.9-3.4],Southern Africa,1.9
Malaysia,Both sexes,2.8 [1.8-4.1],Southeast Asia,2.8
Malaysia,Male,1.5 [0.7-2.6],Southeast Asia,1.5
Malaysia,Female,4.1 [2.3-6.4],Southeast Asia,4.1
Maldives,Both sexes,1.2 [0.7-2.0],South Asia,1.2
Maldives,Male,0.5 [0.2-1.2],South Asia,0.5
Maldives,Female,2.1 [1.0-3.8],South Asia,2.1
Mali,Both sexes,1.6 [0.9-2.7],North Africa,1.6
Mali,Male,0.6 [0.2-1.4],North Africa,0.6
Mali,Female,2.5 [1.3-4.4],North Africa,2.5
Malta,Both sexes,18.1 [14.0-22.7],Southern Europe,18.1
Malta,Male,14.8 [9.6-21.0],Southern Europe,14.8
Malta,Female,21.0 [15.0-27.9],Southern Europe,21.0
Marshall Islands,Both sexes,33.4 [27.6-39.7],Oceania,33.4
Marshall Islands,Male,26.3 [18.2-35.0],Oceania,26.3
Marshall Islands,Female,41.0 [32.3-49.6],Oceania,41.0
Mauritania,Both sexes,2.7 [1.6-4.2],North Africa,2.7
Mauritania,Male,0.9 [0.3-2.0],North Africa,0.9
Mauritania,Female,4.3 [2.3-7.2],North Africa,4.3
Mauritius,Both sexes,4.1 [2.6-6.0],Southern Africa,4.1
Mauritius,Male,1.7 [0.8-3.2],Southern Africa,1.7
Mauritius,Female,6.3 [3.7-9.6],Southern Africa,6.3
Mexico,Both sexes,13.6 [10.7-16.8],North America,13.6
Mexico,Male,9.3 [6.2-13.2],North America,9.3
Mexico,Female,17.6 [13.0-22.7],North America,17.6
Micronesia (Federated States of),Both sexes,25.1 [19.7-30.9],Oceania,25.1
Micronesia (Federated States of),Male,18.5 [12.1-26.5],Oceania,18.5
Micronesia (Federated States of),Female,31.7 [23.6-40.4],Oceania,31.7
Monaco,Both sexes,No data,Western Europe,0
Monaco,Male,No data,Western Europe,0
Monaco,Female,No data,Western Europe,0
Mongolia,Both sexes,7.3 [4.9-10.3],Central Asia,7.3
Mongolia,Male,4.8 [2.4-8.2],Central Asia,4.8
Mongolia,Female,9.7 [5.7-14.7],Central Asia,9.7
Montenegro,Both sexes,9.3 [6.3-13.2],Balkans,9.3
Montenegro,Male,7.1 [3.4-12.0],Balkans,7.1
Montenegro,Female,11.3 [6.6-17.5],Balkans,11.3
Morocco,Both sexes,9.9 [6.9-13.4],North Africa,9.9
Morocco,Male,5.1 [2.6-8.6],North Africa,5.1
Morocco,Female,14.1 [9.1-20.0],North Africa,14.1
Mozambique,Both sexes,1.4 [0.7-2.4],Southern Africa,1.4
Mozambique,Male,0.5 [0.1-1.2],Southern Africa,0.5
Mozambique,Female,2.2 [1.0-3.9],Southern Africa,2.2
Myanmar,Both sexes,0.9 [0.5-1.6],Southeast Asia,0.9
Myanmar,Male,0.4 [0.2-0.9],Southeast Asia,0.4
Myanmar,Female,1.4 [0.6-2.5],Southeast Asia,1.4
Namibia,Both sexes,5.4 [3.3-8.2],Southern Africa,5.4
Namibia,Male,1.2 [0.4-2.5],Southern Africa,1.2
Namibia,Female,9.0 [5.2-14.0],Southern Africa,9.0
Nauru,Both sexes,48.7 [43.7-53.7],Oceania,48.7
Nauru,Male,43.0 [35.8-50.5],Oceania,43.0
Nauru,Female,54.7 [47.7-61.6],Oceania,54.7
Nepal,Both sexes,0.6 [0.3-1.0],South Asia,0.6
Nepal,Male,0.3 [0.1-0.7],South Asia,0.3
Nepal,Female,0.8 [0.4-1.6],South Asia,0.8
Netherlands,Both sexes,7.7 [6.0-9.6],Western Europe,7.7
Netherlands,Male,6.3 [4.2-9.0],Western Europe,6.3
Netherlands,Female,8.8 [6.3-11.8],Western Europe,8.8
New Zealand,Both sexes,14.3 [11.7-17.0],Oceania,14.3
New Zealand,Male,12.8 [9.4-16.6],Oceania,12.8
New Zealand,Female,15.7 [12.1-19.7],Oceania,15.7
Nicaragua,Both sexes,9.8 [7.0-13.1],Central America,9.8
Nicaragua,Male,5.7 [2.9-10.0],Central America,5.7
Nicaragua,Female,13.6 [9.0-19.2],Central America,13.6
Niger,Both sexes,1.2 [0.6-2.0],West Africa,1.2
Niger,Male,0.4 [0.1-1.0],West Africa,0.4
Niger,Female,1.9 [0.9-3.4],West Africa,1.9
Nigeria,Both sexes,1.6 [1.0-2.4],West Africa,1.6
Nigeria,Male,0.6 [0.3-1.1],West Africa,0.6
Nigeria,Female,2.6 [1.5-4.1],West Africa,2.6
Niue,Both sexes,26.6 [20.6-33.1],Oceania,26.6
Niue,Male,20.2 [12.2-29.5],Oceania,20.2
Niue,Female,33.2 [24.3-42.4],Oceania,33.2
Norway,Both sexes,10.4 [8.5-12.4],Northern Europe,10.4
Norway,Male,8.8 [6.4-11.5],Northern Europe,8.8
Norway,Female,11.8 [9.2-14.7],Northern Europe,11.8
Oman,Both sexes,9.6 [7.0-12.6],Middle East,9.6
Oman,Male,5.5 [3.1-8.7],Middle East,5.5
Oman,Female,14.1 [9.6-19.6],Middle East,14.1
Pakistan,Both sexes,1.7 [1.1-2.7],South Asia,1.7
Pakistan,Male,1.0 [0.4-1.8],South Asia,1.0
Pakistan,Female,2.7 [1.4-4.5],South Asia,2.7
Palau,Both sexes,35.1 [29.0-41.1],Oceania,35.1
Palau,Male,28.4 [20.2-37.4],Oceania,28.4
Palau,Female,42.1 [33.1-50.9],Oceania,42.1
Panama,Both sexes,8.5 [5.8-11.9],Central America,8.5
Panama,Male,5.1 [2.6-8.8],Central America,5.1
Panama,Female,12.0 [7.4-17.8],Central America,12.0
Papua New Guinea,Both sexes,7.8 [4.6-11.9],Oceania,7.8
Papua New Guinea,Male,5.2 [2.0-10.2],Oceania,5.2
Papua New Guinea,Female,10.4 [5.3-17.3],Oceania,10.4
Paraguay,Both sexes,6.5 [4.0-9.6],South America,6.5
Paraguay,Male,4.5 [2.0-8.3],South America,4.5
Paraguay,Female,8.4 [4.4-13.8],South America,8.4
Peru,Both sexes,9.0 [6.4-11.9],South America,9.0
Peru,Male,5.2 [2.8-8.6],South America,5.2
Peru,Female,12.5 [8.3-17.8],South America,12.5
Philippines,Both sexes,1.3 [0.9-2.0],Southeast Asia,1.3
Philippines,Male,0.8 [0.3-1.4],Southeast Asia,0.8
Philippines,Female,1.8 [1.1-2.9],Southeast Asia,1.8
Poland,Both sexes,13.5 [10.9-16.3],Eastern Europe,13.5
Poland,Male,10.6 [7.6-14.1],Eastern Europe,10.6
Poland,Female,15.8 [12.0-20.2],Eastern Europe,15.8
Portugal,Both sexes,8.0 [5.8-10.5],Southern Europe,8.0
Portugal,Male,6.1 [3.8-9.1],Southern Europe,6.1
Portugal,Female,9.5 [6.1-13.7],Southern Europe,9.5
Qatar,Both sexes,18.8 [14.6-23.7],Middle East,18.8
Qatar,Male,14.7 [9.5-20.8],Middle East,14.7
Qatar,Female,29.4 [22.4-37.0],Middle East,29.4
Republic of Korea,Both sexes,1.2 [0.8-1.8],East Asia,1.2
Republic of Korea,Male,0.7 [0.4-1.2],East Asia,0.7
Republic of Korea,Female,1.6 [1.0-2.6],East Asia,1.6
Republic of Moldova,Both sexes,10.4 [7.1-14.5],Eastern Europe,10.4
Republic of Moldova,Male,5.9 [3.0-10.1],Eastern Europe,5.9
Republic of Moldova,Female,14.0 [8.6-20.6],Eastern Europe,14.0
Republic of North Macedonia,Both sexes,12.3 [8.7-16.6],Balkans,12.3
Republic of North Macedonia,Male,9.9 [5.5-15.5],Balkans,9.9
Republic of North Macedonia,Female,14.7 [9.5-21.3],Balkans,14.7
Romania,Both sexes,11.2 [8.1-14.7],Eastern Europe,11.2
Romania,Male,8.9 [5.4-13.6],Eastern Europe,8.9
Romania,Female,13.2 [8.7-18.9],Eastern Europe,13.2
