,Country,Sex,Year,Obesity (%),Region,BMI
199,Albania,Male,1999,11.2 [6.9-16.4],Balkans,11.2
200,Albania,Female,1999,14.3 [9.8-19.5],Balkans,14.3
201,Albania,Both sexes,2000,13.2 [9.9-16.8],Balkans,13.2
202,Albania,Male,2000,11.7 [7.3-16.9],Balkans,11.7
203,Albania,Female,2000,14.7 [10.1-19.8],Balkans,14.7
204,Albania,Both sexes,2001,13.6 [10.3-17.3],Balkans,13.6
205,Albania,Male,2001,12.1 [7.7-17.3],Balkans,12.1
206,Albania,Female,2001,15.0 [10.4-20.2],Balkans,15.0
207,Albania,Both sexes,2002,14.0 [10.7-17.7],Balkans,14.0
208,Albania,Male,2002,12.6 [8.1-18.0],Balkans,12.6
209,Albania,Female,2002,15.4 [10.8-20.6],Balkans,15.4
210,Albania,Both sexes,2003,14.5 [11.1-18.2],Balkans,14.5
211,Albania,Male,2003,13.2 [8.5-18.5],Balkans,13.2
212,Albania,Female,2003,15.8 [11.1-21.0],Balkans,15.8
213,Albania,Both sexes,2004,14.9 [11.5-18.7],Balkans,14.9
214,Albania,Male,2004,13.7 [9.0-19.1],Balkans,13.7
215,Albania,Female,2004,16.2 [11.5-21.5],Balkans,16.2
216,Albania,Both sexes,2005,15.4 [12.0-19.2],Balkans,15.4
217,Albania,Male,2005,14.3 [9.4-19.8],Balkans,14.3
218,Albania,Female,2005,16.6 [11.9-22.0],Balkans,16.6
219,Albania,Both sexes,2006,16.0 [12.4-19.8],Balkans,16.0
220,Albania,Male,2006,14.9 [9.9-20.5],Balkans,14.9
221,Albania,Female,2006,17.1 [12.2-22.5],Balkans,17.1
222,Albania,Both sexes,2007,16.5 [12.9-20.3],Balkans,16.5
223,Albania,Male,2007,15.5 [10.4-21.2],Balkans,15.5
224,Albania,Female,2007,17.5 [12.6-23.0],Balkans,17.5
225,Albania,Both sexes,2008,17.0 [13.4-21.0],Balkans,17.0
226,Albania,Male,2008,16.1 [10.9-22.1],Balkans,16.1
227,Albania,Female,2008,18.0 [12.9-23.6],Balkans,18.0
228,Albania,Both sexes,2009,17.6 [13.8-21.6],Balkans,17.6
229,Albania,Male,2009,16.8 [11.5-22.9],Balkans,16.8
230,Albania,Female,2009,18.4 [13.3-24.2],Balkans,18.4
231,Albania,Both sexes,2010,18.2 [14.3-22.3],Balkans,18.2
232,Albania,Male,2010,17.4 [12.0-23.7],Balkans,17.4
233,Albania,Female,2010,18.9 [13.6-24.8],Balkans,18.9
234,Albania,Both sexes,2011,18.8 [14.8-23.0],Balkans,18.8
235,Albania,Male,2011,18.1 [12.5-24.5],Balkans,18.1
236,Albania,Female,2011,19.4 [14.0-25.3],Balkans,19.4
237,Albania,Both sexes,2012,19.3 [15.3-23.7],Balkans,19.3
238,Albania,Male,2012,18.8 [13.0-25.4],Balkans,18.8
239,Albania,Female,2012,19.9 [14.3-26.0],Balkans,19.9
240,Albania,Both sexes,2013,19.9 [15.7-24.4],Balkans,19.9
241,Albania,Male,2013,19.5 [13.4-26.3],Balkans,19.5
242,Albania,Female,2013,20.4 [14.6-26.7],Balkans,20.4
243,Albania,Both sexes,2014,20.5 [16.2-25.1],Balkans,20.5
244,Albania,Male,2014,20.2 [13.9-27.3],Balkans,20.2
245,Albania,Female,2014,20.8 [14.9-27.4],Balkans,20.8
246,Albania,Both sexes,2015,21.1 [16.6-26.0],Balkans,21.1
247,Albania,Male,2015,20.9 [14.4-28.1],Balkans,20.9
248,Albania,Female,2015,21.3 [15.1-28.1],Balkans,21.3
249,Albania,Both sexes,2016,21.7 [17.0-26.7],Balkans,21.7
250,Albania,Male,2016,21.6 [14.8-29.0],Balkans,21.6
251,Albania,Female,2016,21.8 [15.3-28.9],Balkans,21.8
2646,Bosnia and Herzegovina,Both sexes,1975,5.9 [3.2-9.8],Balkans,5.9
2647,Bosnia and Herzegovina,Male,1975,3.8 [1.4-7.8],Balkans,3.8
2648,Bosnia and Herzegovina,Female,1975,7.7 [3.4-14.3],Balkans,7.7
2649,Bosnia and Herzegovina,Both sexes,1976,6.2 [3.5-10.0],Balkans,6.2
2650,Bosnia and Herzegovina,Male,1976,4.0 [1.5-7.9],Balkans,4.0
2651,Bosnia and Herzegovina,Female,1976,8.0 [3.7-14.5],Balkans,8.0
2652,Bosnia and Herzegovina,Both sexes,1977,6.4 [3.8-10.2],Balkans,6.4
2653,Bosnia and Herzegovina,Male,1977,4.2 [1.7-8.1],Balkans,4.2
2654,Bosnia and Herzegovina,Female,1977,8.2 [4.0-14.6],Balkans,8.2
2655,Bosnia and Herzegovina,Both sexes,1978,6.7 [4.0-10.4],Balkans,6.7
2656,Bosnia and Herzegovina,Male,1978,4.5 [1.9-8.4],Balkans,4.5
2657,Bosnia and Herzegovina,Female,1978,8.5 [4.2-14.7],Balkans,8.5
2658,Bosnia and Herzegovina,Both sexes,1979,7.0 [4.3-10.6],Balkans,7.0
2659,Bosnia and Herzegovina,Male,1979,4.7 [2.1-8.6],Balkans,4.7
2660,Bosnia and Herzegovina,Female,1979,8.8 [4.5-14.8],Balkans,8.8
2661,Bosnia and Herzegovina,Both sexes,1980,7.3 [4.6-10.9],Balkans,7.3
2662,Bosnia and Herzegovina,Male,1980,5.0 [2.3-9.0],Balkans,5.0
2663,Bosnia and Herzegovina,Female,1980,9.1 [4.8-15.0],Balkans,9.1
2664,Bosnia and Herzegovina,Both sexes,1981,7.6 [4.9-11.1],Balkans,7.6
2665,Bosnia and Herzegovina,Male,1981,5.2 [2.5-9.2],Balkans,5.2
2666,Bosnia and Herzegovina,Female,1981,9.4 [5.1-15.3],Balkans,9.4
2667,Bosnia and Herzegovina,Both sexes,1982,7.8 [5.1-11.4],Balkans,7.8
2668,Bosnia and Herzegovina,Male,1982,5.5 [2.7-9.5],Balkans,5.5
2669,Bosnia and Herzegovina,Female,1982,9.7 [5.4-15.5],Balkans,9.7
2670,Bosnia and Herzegovina,Both sexes,1983,8.1 [5.4-11.6],Balkans,8.1
2671,Bosnia and Herzegovina,Male,1983,5.8 [2.9-9.8],Balkans,5.8
2672,Bosnia and Herzegovina,Female,1983,10.0 [5.8-15.6],Balkans,10.0
2673,Bosnia and Herzegovina,Both sexes,1984,8.4 [5.7-11.9],Balkans,8.4
2674,Bosnia and Herzegovina,Male,1984,6.0 [3.1-10.0],Balkans,6.0
2675,Bosnia and Herzegovina,Female,1984,10.3 [6.1-15.9],Balkans,10.3
2676,Bosnia and Herzegovina,Both sexes,1985,8.7 [6.0-12.1],Balkans,8.7
2677,Bosnia and Herzegovina,Male,1985,6.3 [3.3-10.4],Balkans,6.3
2678,Bosnia and Herzegovina,Female,1985,10.6 [6.4-16.1],Balkans,10.6
2679,Bosnia and Herzegovina,Both sexes,1986,8.9 [6.2-12.3],Balkans,8.9
2680,Bosnia and Herzegovina,Male,1986,6.6 [3.5-10.7],Balkans,6.6
2681,Bosnia and Herzegovina,Female,1986,10.8 [6.6-16.2],Balkans,10.8
2682,Bosnia and Herzegovina,Both sexes,1987,9.2 [6.5-12.5],Balkans,9.2
2683,Bosnia and Herzegovina,Male,1987,6.9 [3.7-11.1],Balkans,6.9
2684,Bosnia and Herzegovina,Female,1987,11.1 [6.9-16.5],Balkans,11.1
2685,Bosnia and Herzegovina,Both sexes,1988,9.5 [6.7-12.8],Balkans,9.5
2686,Bosnia and Herzegovina,Male,1988,7.2 [3.9-11.4],Balkans,7.2
2687,Bosnia and Herzegovina,Female,1988,11.4 [7.1-16.6],Balkans,11.4
2688,Bosnia and Herzegovina,Both sexes,1989,9.7 [7.0-13.0],Balkans,9.7
2689,Bosnia and Herzegovina,Male,1989,7.4 [4.1-11.7],Balkans,7.4
2690,Bosnia and Herzegovina,Female,1989,11.6 [7.4-16.7],Balkans,11.6
2691,Bosnia and Herzegovina,Both sexes,1990,10.0 [7.2-13.3],Balkans,10.0
2692,Bosnia and Herzegovina,Male,1990,7.7 [4.3-12.1],Balkans,7.7
2693,Bosnia and Herzegovina,Female,1990,11.8 [7.7-17.0],Balkans,11.8
2694,Bosnia and Herzegovina,Both sexes,1991,10.3 [7.4-13.6],Balkans,10.3
2695,Bosnia and Herzegovina,Male,1991,8.0 [4.6-12.5],Balkans,8.0
2696,Bosnia and Herzegovina,Female,1991,12.1 [7.9-17.2],Balkans,12.1
2697,Bosnia and Herzegovina,Both sexes,1992,10.5 [7.7-13.8],Balkans,10.5
2698,Bosnia and Herzegovina,Male,1992,8.3 [4.8-12.8],Balkans,8.3
2699,Bosnia and Herzegovina,Female,1992,12.3 [8.2-17.4],Balkans,12.3
2700,Bosnia and Herzegovina,Both sexes,1993,10.8 [7.9-14.1],Balkans,10.8
2701,Bosnia and Herzegovina,Male,1993,8.6 [5.1-13.1],Balkans,8.6
2702,Bosnia and Herzegovina,Female,1993,12.5 [8.4-17.6],Balkans,12.5
2703,Bosnia and Herzegovina,Both sexes,1994,11.0 [8.2-14.4],Balkans,11.0
2704,Bosnia and Herzegovina,Male,1994,8.9 [5.3-13.5],Balkans,8.9
2705,Bosnia and Herzegovina,Female,1994,12.8 [8.6-17.8],Balkans,12.8
2706,Bosnia and Herzegovina,Both sexes,1995,11.3 [8.4-14.6],Balkans,11.3
2707,Bosnia and Herzegovina,Male,1995,9.2 [5.6-13.9],Balkans,9.2
2708,Bosnia and Herzegovina,Female,1995,13.0 [8.8-18.0],Balkans,13.0
2709,Bosnia and Herzegovina,Both sexes,1996,11.6 [8.7-14.9],Balkans,11.6
2710,Bosnia and Herzegovina,Male,1996,9.5 [5.8-14.2],Balkans,9.5
2711,Bosnia and Herzegovina,Female,1996,13.2 [9.0-18.2],Balkans,13.2
2712,Bosnia and Herzegovina,Both sexes,1997,11.8 [8.9-15.1],Balkans,11.8
2713,Bosnia and Herzegovina,Male,1997,9.9 [6.1-14.6],Balkans,9.9
2714,Bosnia and Herzegovina,Female,1997,13.4 [9.2-18.3],Balkans,13.4
2715,Bosnia and Herzegovina,Both sexes,1998,12.0 [9.1-15.4],Balkans,12.0
2716,Bosnia and Herzegovina,Male,1998,10.2 [6.3-14.9],Balkans,10.2
2717,Bosnia and Herzegovina,Female,1998,13.6 [9.5-18.5],Balkans,13.6
2718,Bosnia and Herzegovina,Both sexes,1999,12.3 [9.4-15.7],Balkans,12.3
2719,Bosnia and Herzegovina,Male,1999,10.5 [6.6-15.3],Balkans,10.5
2720,Bosnia and Herzegovina,Female,1999,13.8 [9.7-18.7],Balkans,13.8
2721,Bosnia and Herzegovina,Both sexes,2000,12.6 [9.6-15.9],Balkans,12.6
2722,Bosnia and Herzegovina,Male,2000,10.8 [6.9-15.6],Balkans,10.8
2723,Bosnia and Herzegovina,Female,2000,14.0 [9.9-18.9],Balkans,14.0
2724,Bosnia and Herzegovina,Both sexes,2001,12.8 [9.9-16.2],Balkans,12.8
2725,Bosnia and Herzegovina,Male,2001,11.1 [7.1-16.0],Balkans,11.1
2726,Bosnia and Herzegovina,Female,2001,14.3 [10.1-19.1],Balkans,14.3
2727,Bosnia and Herzegovina,Both sexes,2002,13.1 [10.2-16.5],Balkans,13.1
2728,Bosnia and Herzegovina,Male,2002,11.5 [7.4-16.4],Balkans,11.5
2729,Bosnia and Herzegovina,Female,2002,14.5 [10.3-19.3],Balkans,14.5
2730,Bosnia and Herzegovina,Both sexes,2003,13.4 [10.5-16.8],Balkans,13.4
2731,Bosnia and Herzegovina,Male,2003,11.8 [7.7-16.7],Balkans,11.8
2732,Bosnia and Herzegovina,Female,2003,14.7 [10.5-19.5],Balkans,14.7
2733,Bosnia and Herzegovina,Both sexes,2004,13.7 [10.7-17.1],Balkans,13.7
2734,Bosnia and Herzegovina,Male,2004,12.2 [8.0-17.1],Balkans,12.2
2735,Bosnia and Herzegovina,Female,2004,15.0 [10.7-19.8],Balkans,15.0
2736,Bosnia and Herzegovina,Both sexes,2005,14.0 [11.0-17.3],Balkans,14.0
2737,Bosnia and Herzegovina,Male,2005,12.6 [8.3-17.5],Balkans,12.6
2738,Bosnia and Herzegovina,Female,2005,15.2 [10.9-20.1],Balkans,15.2
2739,Bosnia and Herzegovina,Both sexes,2006,14.3 [11.3-17.6],Balkans,14.3
2740,Bosnia and Herzegovina,Male,2006,12.9 [8.7-17.9],Balkans,12.9
2741,Bosnia and Herzegovina,Female,2006,15.5 [11.2-20.4],Balkans,15.5
2742,Bosnia and Herzegovina,Both sexes,2007,14.6 [11.5-18.0],Balkans,14.6
2743,Bosnia and Herzegovina,Male,2007,13.3 [9.0-18.3],Balkans,13.3
2744,Bosnia and Herzegovina,Female,2007,15.7 [11.4-20.7],Balkans,15.7
2745,Bosnia and Herzegovina,Both sexes,2008,14.9 [11.8-18.3],Balkans,14.9
2746,Bosnia and Herzegovina,Male,2008,13.7 [9.4-18.6],Balkans,13.7
2747,Bosnia and Herzegovina,Female,2008,16.0 [11.6-21.0],Balkans,16.0
2748,Bosnia and Herzegovina,Both sexes,2009,15.3 [12.1-18.7],Balkans,15.3
2749,Bosnia and Herzegovina,Male,2009,14.1 [9.6-19.1],Balkans,14.1
2750,Bosnia and Herzegovina,Female,2009,16.3 [11.8-21.4],Balkans,16.3
2751,Bosnia and Herzegovina,Both sexes,2010,15.6 [12.4-19.1],Balkans,15.6
2752,Bosnia and Herzegovina,Male,2010,14.5 [9.9-19.6],Balkans,14.5
2753,Bosnia and Herzegovina,Female,2010,16.5 [12.0-21.8],Balkans,16.5
2754,Bosnia and Herzegovina,Both sexes,2011,16.0 [12.7-19.6],Balkans,16.0
2755,Bosnia and Herzegovina,Male,2011,14.9 [10.2-20.1],Balkans,14.9
2756,Bosnia and Herzegovina,Female,2011,16.8 [12.2-22.2],Balkans,16.8
2757,Bosnia and Herzegovina,Both sexes,2012,16.3 [13.0-20.1],Balkans,16.3
2758,Bosnia and Herzegovina,Male,2012,15.3 [10.5-20.7],Balkans,15.3
2759,Bosnia and Herzegovina,Female,2012,17.1 [12.3-22.6],Balkans,17.1
2760,Bosnia and Herzegovina,Both sexes,2013,16.7 [13.2-20.6],Balkans,16.7
2761,Bosnia and Herzegovina,Male,2013,15.8 [10.8-21.3],Balkans,15.8
2762,Bosnia and Herzegovina,Female,2013,17.4 [12.4-23.1],Balkans,17.4
2763,Bosnia and Herzegovina,Both sexes,2014,17.1 [13.5-21.1],Balkans,17.1
2764,Bosnia and Herzegovina,Male,2014,16.2 [11.1-22.0],Balkans,16.2
2765,Bosnia and Herzegovina,Female,2014,17.8 [12.6-23.6],Balkans,17.8
2766,Bosnia and Herzegovina,Both sexes,2015,17.5 [13.7-21.7],Balkans,17.5
2767,Bosnia and Herzegovina,Male,2015,16.7 [11.4-22.7],Balkans,16.7
2768,Bosnia and Herzegovina,Female,2015,18.1 [12.7-24.2],Balkans,18.1
2769,Bosnia and Herzegovina,Both sexes,2016,17.9 [13.9-22.3],Balkans,17.9
2770,Bosnia and Herzegovina,Male,2016,17.1 [11.6-23.5],Balkans,17.1
2771,Bosnia and Herzegovina,Female,2016,18.4 [12.8-24.9],Balkans,18.4
3150,Bulgaria,Both sexes,1975,10.1 [6.3-15.0],Balkans,10.1
3151,Bulgaria,Male,1975,7.2 [3.3-13.4],Balkans,7.2
3152,Bulgaria,Female,1975,12.9 [6.9-21.0],Balkans,12.9
3153,Bulgaria,Both sexes,1976,10.5 [6.6-15.3],Balkans,10.5
3154,Bulgaria,Male,1976,7.6 [3.5-13.7],Balkans,7.6
3155,Bulgaria,Female,1976,13.3 [7.3-21.3],Balkans,13.3
3156,Bulgaria,Both sexes,1977,10.9 [7.1-15.6],Balkans,10.9
3157,Bulgaria,Male,1977,8.0 [3.9-13.9],Balkans,8.0
3158,Bulgaria,Female,1977,13.7 [7.7-21.6],Balkans,13.7
3159,Bulgaria,Both sexes,1978,11.3 [7.4-16.0],Balkans,11.3
3160,Bulgaria,Male,1978,8.4 [4.2-14.2],Balkans,8.4
3161,Bulgaria,Female,1978,14.1 [8.2-21.8],Balkans,14.1
3162,Bulgaria,Both sexes,1979,11.7 [7.8-16.3],Balkans,11.7
3163,Bulgaria,Male,1979,8.7 [4.5-14.5],Balkans,8.7
3164,Bulgaria,Female,1979,14.4 [8.6-21.9],Balkans,14.4
3165,Bulgaria,Both sexes,1980,12.0 [8.2-16.6],Balkans,12.0
3166,Bulgaria,Male,1980,9.1 [4.8-14.9],Balkans,9.1
3167,Bulgaria,Female,1980,14.8 [9.0-22.1],Balkans,14.8
3168,Bulgaria,Both sexes,1981,12.4 [8.6-17.0],Balkans,12.4
3169,Bulgaria,Male,1981,9.5 [5.2-15.2],Balkans,9.5
3170,Bulgaria,Female,1981,15.2 [9.4-22.3],Balkans,15.2
3171,Bulgaria,Both sexes,1982,12.8 [9.0-17.3],Balkans,12.8
3172,Bulgaria,Male,1982,9.9 [5.5-15.6],Balkans,9.9
3173,Bulgaria,Female,1982,15.5 [9.8-22.6],Balkans,15.5
3174,Bulgaria,Both sexes,1983,13.1 [9.4-17.6],Balkans,13.1
3175,Bulgaria,Male,1983,10.3 [5.9-15.9],Balkans,10.3
3176,Bulgaria,Female,1983,15.8 [10.1-22.7],Balkans,15.8
3177,Bulgaria,Both sexes,1984,13.5 [9.7-17.9],Balkans,13.5
3178,Bulgaria,Male,1984,10.7 [6.2-16.3],Balkans,10.7
3179,Bulgaria,Female,1984,16.1 [10.4-22.9],Balkans,16.1
3180,Bulgaria,Both sexes,1985,13.8 [10.0-18.2],Balkans,13.8
3181,Bulgaria,Male,1985,11.1 [6.4-16.7],Balkans,11.1
3182,Bulgaria,Female,1985,16.4 [10.6-23.2],Balkans,16.4
3183,Bulgaria,Both sexes,1986,14.2 [10.4-18.5],Balkans,14.2
3184,Bulgaria,Male,1986,11.5 [6.8-17.1],Balkans,11.5
3185,Bulgaria,Female,1986,16.7 [10.9-23.4],Balkans,16.7
3186,Bulgaria,Both sexes,1987,14.5 [10.7-18.9],Balkans,14.5
3187,Bulgaria,Male,1987,11.9 [7.1-17.5],Balkans,11.9
3188,Bulgaria,Female,1987,16.9 [11.2-23.6],Balkans,16.9
3189,Bulgaria,Both sexes,1988,14.8 [11.0-19.2],Balkans,14.8
3190,Bulgaria,Male,1988,12.2 [7.5-17.9],Balkans,12.2
3191,Bulgaria,Female,1988,17.2 [11.4-23.8],Balkans,17.2
3192,Bulgaria,Both sexes,1989,15.1 [11.3-19.4],Balkans,15.1
3193,Bulgaria,Male,1989,12.6 [7.8-18.3],Balkans,12.6
3194,Bulgaria,Female,1989,17.4 [11.7-24.0],Balkans,17.4
3195,Bulgaria,Both sexes,1990,15.4 [11.6-19.7],Balkans,15.4
3196,Bulgaria,Male,1990,13.0 [8.2-18.8],Balkans,13.0
3197,Bulgaria,Female,1990,17.6 [11.9-24.2],Balkans,17.6
3198,Bulgaria,Both sexes,1991,15.7 [11.9-20.0],Balkans,15.7
3199,Bulgaria,Male,1991,13.4 [8.5-19.1],Balkans,13.4
3200,Bulgaria,Female,1991,17.9 [12.1-24.4],Balkans,17.9
3201,Bulgaria,Both sexes,1992,16.0 [12.2-20.4],Balkans,16.0
3202,Bulgaria,Male,1992,13.8 [8.9-19.5],Balkans,13.8
3203,Bulgaria,Female,1992,18.1 [12.4-24.6],Balkans,18.1
3204,Bulgaria,Both sexes,1993,16.3 [12.5-20.7],Balkans,16.3
3205,Bulgaria,Male,1993,14.2 [9.2-20.0],Balkans,14.2
3206,Bulgaria,Female,1993,18.3 [12.6-24.8],Balkans,18.3
3207,Bulgaria,Both sexes,1994,16.7 [12.8-21.0],Balkans,16.7
3208,Bulgaria,Male,1994,14.6 [9.6-20.4],Balkans,14.6
3209,Bulgaria,Female,1994,18.5 [12.9-25.0],Balkans,18.5
3210,Bulgaria,Both sexes,1995,17.0 [13.1-21.3],Balkans,17.0
3211,Bulgaria,Male,1995,15.0 [9.9-20.8],Balkans,15.0
3212,Bulgaria,Female,1995,18.7 [13.1-25.2],Balkans,18.7
3213,Bulgaria,Both sexes,1996,17.3 [13.4-21.6],Balkans,17.3
3214,Bulgaria,Male,1996,15.4 [10.2-21.3],Balkans,15.4
3215,Bulgaria,Female,1996,19.0 [13.2-25.4],Balkans,19.0
3216,Bulgaria,Both sexes,1997,17.6 [13.6-21.9],Balkans,17.6
3217,Bulgaria,Male,1997,15.8 [10.6-21.8],Balkans,15.8
3218,Bulgaria,Female,1997,19.2 [13.4-25.6],Balkans,19.2
3219,Bulgaria,Both sexes,1998,17.9 [13.9-22.3],Balkans,17.9
3220,Bulgaria,Male,1998,16.3 [11.0-22.2],Balkans,16.3
3221,Bulgaria,Female,1998,19.4 [13.6-25.7],Balkans,19.4
3222,Bulgaria,Both sexes,1999,18.2 [14.2-22.6],Balkans,18.2
3223,Bulgaria,Male,1999,16.7 [11.3-22.7],Balkans,16.7
3224,Bulgaria,Female,1999,19.6 [13.8-25.9],Balkans,19.6
3225,Bulgaria,Both sexes,2000,18.6 [14.6-22.9],Balkans,18.6
3226,Bulgaria,Male,2000,17.1 [11.7-23.2],Balkans,17.1
3227,Bulgaria,Female,2000,19.8 [14.1-26.1],Balkans,19.8
3228,Bulgaria,Both sexes,2001,18.9 [14.9-23.3],Balkans,18.9
3229,Bulgaria,Male,2001,17.6 [12.1-23.7],Balkans,17.6
3230,Bulgaria,Female,2001,20.0 [14.3-26.3],Balkans,20.0
3231,Bulgaria,Both sexes,2002,19.3 [15.2-23.7],Balkans,19.3
3232,Bulgaria,Male,2002,18.1 [12.5-24.2],Balkans,18.1
3233,Bulgaria,Female,2002,20.3 [14.6-26.4],Balkans,20.3
3234,Bulgaria,Both sexes,2003,19.6 [15.5-24.0],Balkans,19.6
3235,Bulgaria,Male,2003,18.5 [12.9-24.7],Balkans,18.5
3236,Bulgaria,Female,2003,20.5 [14.7-26.6],Balkans,20.5
3237,Bulgaria,Both sexes,2004,20.0 [15.9-24.4],Balkans,20.0
3238,Bulgaria,Male,2004,19.0 [13.4-25.2],Balkans,19.0
3239,Bulgaria,Female,2004,20.8 [14.9-26.9],Balkans,20.8
3240,Bulgaria,Both sexes,2005,20.4 [16.3-24.9],Balkans,20.4
3241,Bulgaria,Male,2005,19.5 [13.8-25.8],Balkans,19.5
3242,Bulgaria,Female,2005,21.0 [15.1-27.2],Balkans,21.0
3243,Bulgaria,Both sexes,2006,20.8 [16.6-25.2],Balkans,20.8
3244,Bulgaria,Male,2006,20.0 [14.3-26.5],Balkans,20.0
3245,Bulgaria,Female,2006,21.3 [15.4-27.5],Balkans,21.3
3246,Bulgaria,Both sexes,2007,21.2 [17.0-25.6],Balkans,21.2
3247,Bulgaria,Male,2007,20.5 [14.7-27.0],Balkans,20.5
3248,Bulgaria,Female,2007,21.6 [15.6-27.9],Balkans,21.6
